,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.5,0.62,0.26,0.9,0.47,0.44,0.62,0.08,0.81,0.12,0.92,0.33,0.37,1.0
elateportal.csv,0.0,0.0,0.29,1.0,0.38,0.24,0.5,0.0,0.0,0.13,0.0,1.0,0.32,1.0
gdis.csv,0.13,0.27,0.24,0.64,0.39,0.25,0.53,0.1,0.83,0.15,0.87,0.39,0.38,0.62
gzigzag.csv,0.0,0.0,0.71,0.63,0.34,0.26,0.0,0.0,0.0,0.13,0.0,0.0,0.35,0.88
icescrum.csv,0.0,0.0,0.24,1.0,0.34,0.33,0.0,0.0,0.0,0.13,0.0,0.0,0.94,0.88
jguard.csv,0.0,0.0,0.27,0.58,0.76,0.5,0.58,0.0,0.94,0.17,0.87,0.45,0.4,0.87
jitterbit.csv,0.67,0.78,0.34,0.74,0.33,0.44,0.0,0.67,0.92,0.2,1.0,0.58,0.41,0.89
jython.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personalaccess.csv,0.13,0.3,0.25,0.55,0.35,0.27,0.53,0.12,0.86,0.15,0.81,0.45,0.37,0.88
ppcboot.csv,0.0,0.0,0.23,0.55,0.35,0.26,0.71,0.0,0.0,0.13,1.0,0.24,0.38,0.88
repositorium.csv,0.0,0.0,0.24,0.54,0.37,0.26,0.53,0.75,1.0,0.13,0.84,0.43,0.33,0.88
unbvision.csv,0.0,0.0,0.34,0.0,0.36,0.75,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.88
wxstudio.csv,0.0,0.0,0.25,0.32,0.36,0.17,0.46,0.16,1.0,0.18,0.77,0.71,0.28,0.88
xbg.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.9
