,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.75,0.88,0.49,0.43,0.68,0.67,0.94,0.92,0.7,0.45,0.71,0.83,0.35,0.35
elateportal.csv,0.0,0.0,0.95,0.67,0.55,0.7,0.97,0.0,0.0,0.39,0.0,0.0,0.43,0.3
gdis.csv,0.26,0.38,0.4,0.43,0.43,0.49,0.56,0.49,0.38,0.42,0.35,0.48,0.33,0.69
gzigzag.csv,0.0,0.0,0.94,0.58,0.39,0.49,0.0,0.0,0.0,0.4,0.0,0.0,0.65,0.3
icescrum.csv,0.0,0.0,0.51,0.5,0.39,0.44,0.0,0.0,0.0,0.4,0.0,0.0,0.56,0.3
jguard.csv,0.0,0.0,0.43,0.53,0.66,0.62,0.71,0.5,0.94,0.4,0.33,0.58,0.37,0.37
jitterbit.csv,0.92,0.88,0.53,0.35,0.5,0.5,0.0,0.67,0.53,0.8,0.75,0.53,0.35,0.56
jython.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personalaccess.csv,0.26,0.35,0.37,0.42,0.39,0.47,0.57,0.41,0.36,0.37,0.36,0.46,0.31,0.3
ppcboot.csv,0.0,0.0,0.39,0.42,0.38,0.49,0.82,0.0,0.0,0.4,0.8,0.72,0.32,0.3
repositorium.csv,0.0,0.0,0.36,0.42,0.37,0.49,0.58,0.88,0.0,0.4,0.32,0.47,0.31,0.3
unbvision.csv,0.0,0.0,0.66,0.0,0.55,0.79,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.3
wxstudio.csv,0.0,0.0,0.6,0.65,0.46,0.58,0.48,0.95,0.0,0.47,0.46,0.55,0.52,0.3
xbg.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.45
