,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.15,0.06,0.37,0.9,0.5,0.57,0.58,0.09,0.55,0.2,0.54,0.36,0.52,0.91
elateportal.csv,0.0,0.0,0.24,0.18,0.37,0.33,0.23,0.0,0.0,0.23,0.0,0.05,0.38,1.0
gdis.csv,0.23,0.43,0.38,0.75,0.55,0.39,0.68,0.18,0.89,0.26,0.91,0.53,0.53,0.28
gzigzag.csv,0.0,0.0,0.52,0.49,0.5,0.41,0.0,0.0,0.0,0.23,0.0,0.0,0.33,0.94
icescrum.csv,0.0,0.0,0.32,0.12,0.5,0.5,0.0,0.0,0.0,0.23,0.0,0.0,0.92,0.94
jguard.csv,0.0,0.0,0.38,0.45,0.75,0.44,0.59,0.0,0.22,0.28,0.85,0.41,0.49,0.8
jitterbit.csv,0.47,0.62,0.42,0.78,0.39,0.47,0.0,0.29,0.56,0.22,0.13,0.39,0.54,0.52
jython.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personalaccess.csv,0.23,0.45,0.39,0.71,0.52,0.43,0.69,0.21,0.91,0.27,0.9,0.62,0.54,0.94
ppcboot.csv,0.0,0.0,0.38,0.71,0.52,0.41,0.68,0.0,0.0,0.23,0.42,0.19,0.55,0.94
repositorium.csv,0.0,0.0,0.39,0.68,0.54,0.41,0.69,0.63,0.02,0.23,0.88,0.6,0.48,0.94
unbvision.csv,0.0,0.0,0.36,0.0,0.38,0.67,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.94
wxstudio.csv,0.0,0.0,0.33,0.34,0.48,0.25,0.47,0.2,0.02,0.29,0.7,0.72,0.32,0.94
xbg.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.75
