,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,0.96,0.99
chrysalis.csv,0.48,0.52,0.92,0.69,0.57,0.93,0.26
jahshaka.csv,0.58,0.36,0.9,0.75,0.65,0.76,0.45
jam-daq.csv,0.56,0.91,0.7,0.54,0.42,0.46,0.93
jatlas.csv,0.77,0.65,0.81,0.55,0.15,0.62,0.6
jedit.csv,0.29,0.9,0.62,1.0,0.96,1.0,0.9
open-media-library.csv,0.7,0.56,0.39,0.72,0.48,0.61,1.0
