,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.24,0.69,0.53,0.63,0.45,0.13,0.41,0.35,0.67,0.63,0.63,0.34,0.98,0.2,0.67,0.63,0.71,0.21,0.48,0.67
fbmanager.csv,0.98,0.95,0.31,0.57,0.4,0.52,0.48,0.92,0.62,0.41,0.54,0.47,0.61,0.69,0.74,0.26,0.45,0.32,0.34,0.42
fleet-simulator.csv,0.0,0.76,0.0,0.63,0.5,0.0,0.45,0.73,0.51,0.0,0.0,0.0,0.73,0.0,0.68,1.0,0.57,0.2,0.0,0.81
hannosset.csv,0.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.02,0.02,0.04,0.0,0.0,0.0,0.04,0.05
hydrate.csv,0.44,0.88,0.68,0.65,0.5,0.44,0.44,0.67,0.54,0.52,0.57,0.2,0.51,0.65,0.7,0.74,0.63,0.62,0.97,0.56
jgossipforum.csv,0.0,0.0,0.01,0.0,0.09,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.11,0.02,0.0,0.0,0.0,0.0,0.04,0.0
jruby.csv,0.33,0.0,0.2,0.7,0.52,0.62,0.54,0.69,0.51,0.79,0.53,0.6,0.57,0.36,0.66,0.58,0.44,0.99,0.31,0.25
madman.csv,0.04,0.92,0.09,0.1,0.05,0.0,0.1,0.0,0.83,1.0,0.13,0.38,0.23,0.11,0.18,0.2,0.24,0.02,0.07,0.23
mediaportal.csv,0.0,0.0,0.01,0.35,0.2,0.45,0.58,0.39,0.21,0.15,0.35,0.0,0.44,0.92,0.28,0.0,0.23,0.57,0.11,0.16
ninject.csv,0.07,0.97,0.01,0.39,0.13,0.0,0.13,0.0,0.82,0.29,0.13,0.0,0.21,0.36,0.3,0.24,1.0,0.17,0.47,0.23
officefloor.csv,0.11,0.0,0.59,0.87,0.05,0.0,0.59,0.47,0.0,0.0,0.43,0.36,0.45,0.14,0.28,0.0,0.41,0.43,0.04,0.0
ontopia.csv,0.62,0.0,0.29,0.13,0.4,0.24,1.0,0.5,0.49,0.76,0.6,0.43,0.6,0.49,0.2,0.33,0.43,0.21,0.38,0.62
poormans.csv,0.45,0.96,0.42,0.46,0.28,0.0,0.28,0.0,0.64,0.41,0.32,0.51,0.38,0.65,1.0,0.44,0.45,0.31,0.68,0.2
power-architect.csv,0.57,0.36,0.41,0.71,0.57,0.4,0.37,0.54,0.84,0.61,0.98,0.49,0.6,0.59,0.68,0.92,0.7,0.0,0.0,0.72
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.02,0.0,0.05,0.01,0.07,0.0,0.0,0.0,0.0,0.0
stuproa-cims.csv,0.61,0.0,0.49,0.54,0.96,0.65,0.53,0.52,0.59,0.54,0.59,0.52,0.56,0.6,0.55,0.72,0.47,0.57,0.54,0.63
tart.csv,0.0,1.0,0.01,0.0,0.05,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.02,0.0,0.01,0.04,0.01
uface.csv,0.58,0.66,0.0,0.66,0.61,0.24,0.27,0.75,0.51,0.5,0.0,0.24,0.36,0.44,0.72,0.94,0.74,0.48,0.36,0.98
wxlua.csv,0.66,0.76,1.0,0.05,0.33,0.56,0.27,0.17,0.27,0.3,0.0,0.17,0.24,0.46,0.35,0.94,0.09,0.0,0.21,0.0
