,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.51,0.81,0.76,1.0,0.69,0.0,0.7,0.23,0.6,0.8,0.15,0.81,0.88,0.77,0.76,0.9,0.87,0.95,1.0,0.25
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
free-evolution.csv,0.42,0.89,0.16,0.0,0.12,0.52,0.2,0.59,0.2,0.14,0.47,0.24,0.18,0.1,0.97,0.28,0.27,0.01,0.5,0.75
gtad.csv,0.0,0.04,0.03,0.0,0.01,0.03,0.0,0.1,0.06,0.09,0.13,0.01,0.02,0.02,0.0,0.03,0.08,0.01,0.0,0.06
gusanos.csv,0.42,0.79,0.51,0.0,0.31,0.49,0.3,0.34,0.52,0.59,0.36,0.39,0.58,0.44,0.03,0.46,0.36,0.43,0.4,0.37
kaffeine.csv,0.93,0.94,0.94,0.09,0.43,0.59,1.0,0.89,0.56,0.86,0.64,0.98,0.97,0.96,1.0,0.77,0.89,0.98,0.9,0.85
lcfizvtop.csv,0.21,0.71,0.09,0.0,0.25,0.07,0.1,0.15,0.34,0.23,0.14,0.13,0.23,0.02,0.07,0.74,0.63,0.21,0.2,0.23
m-a-d-n-e-s-s.csv,0.28,0.29,0.46,0.0,0.04,0.35,0.2,0.2,0.19,0.16,0.18,0.15,0.0,0.06,0.1,0.17,0.17,0.08,0.0,0.37
m-m-m.csv,0.89,0.63,0.98,0.73,0.8,0.96,0.0,0.83,0.89,0.93,0.99,0.82,0.48,0.92,0.38,0.84,0.49,0.98,0.7,0.96
mediaportal.csv,0.04,0.14,0.0,0.55,0.99,0.94,0.7,0.63,0.94,0.84,0.72,0.14,0.03,0.0,0.0,0.91,0.01,0.0,0.0,0.6
mvnforum.csv,0.45,0.23,0.45,0.64,0.34,0.54,0.0,0.24,0.35,0.0,0.35,0.29,0.32,0.29,0.31,0.1,0.16,0.13,0.6,0.27
myfaces.csv,0.94,0.91,0.99,0.45,0.93,0.9,0.4,0.32,0.92,0.77,0.0,0.41,0.4,0.9,0.41,0.7,0.66,0.93,1.0,0.19
nh3d.csv,0.1,0.01,0.0,0.18,0.21,0.1,0.1,0.18,0.28,0.2,0.21,0.13,0.07,0.15,0.07,0.29,0.12,0.07,0.0,0.25
ogrehg.csv,0.65,0.56,0.56,0.82,0.32,0.39,0.0,0.38,0.31,0.57,0.66,0.02,0.6,0.58,0.24,0.3,0.28,0.82,1.0,0.27
pnotepad.csv,0.87,0.91,0.76,0.27,0.72,0.96,0.8,0.98,0.81,0.91,0.98,0.65,0.77,0.65,0.86,0.9,0.81,0.64,0.1,1.0
pydev.csv,0.1,0.24,0.3,0.0,0.11,0.41,0.7,0.5,0.11,0.23,0.33,0.29,0.12,0.19,0.14,0.01,0.32,0.29,0.5,0.5
sarasvati.csv,0.03,0.01,0.02,0.0,0.0,0.01,0.0,0.01,0.06,0.0,0.06,0.04,0.02,0.19,0.0,0.35,0.1,0.05,0.0,0.23
taokgame.csv,0.2,0.03,0.0,0.0,0.06,0.12,0.0,0.0,0.1,0.18,0.21,0.05,0.02,0.06,0.0,0.04,0.04,0.06,0.0,0.25
tokratan.csv,0.21,0.29,0.58,0.18,0.01,0.22,0.2,0.28,0.0,0.16,0.08,0.16,0.15,0.17,0.07,0.14,0.11,0.1,0.0,0.35
wgs-assembler.csv,0.1,0.01,0.25,0.09,0.21,0.39,0.0,0.23,0.2,0.3,0.26,0.1,0.12,0.06,0.24,0.3,0.29,0.14,0.0,0.25
