,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.59,0.4,0.64,0.45,0.48,0.75,0.62,0.8,0.49,0.38,0.79,0.56,0.47,0.51,0.61,0.38,0.41,0.49,0.49,0.54
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.8
free-evolution.csv,0.52,0.33,0.98,0.91,0.95,0.54,0.8,0.5,0.96,0.83,0.61,0.68,0.81,0.88,0.46,0.54,0.6,0.83,0.62,0.41
gtad.csv,0.5,0.88,0.91,0.8,0.8,0.8,0.0,0.88,0.9,0.83,0.9,0.91,0.75,0.0,0.67,0.88,0.99,0.67,0.5,0.67
gusanos.csv,0.47,0.34,0.45,0.46,0.51,0.39,0.4,0.59,0.45,0.39,0.46,0.49,0.41,0.5,0.41,0.46,0.5,0.51,0.57,0.63
kaffeine.csv,0.36,0.32,0.49,0.39,0.46,0.44,0.44,0.37,0.46,0.3,0.41,0.46,0.4,0.4,0.41,0.35,0.4,0.46,0.39,0.37
lcfizvtop.csv,0.65,0.37,0.97,0.6,0.86,0.89,0.75,0.93,0.86,0.79,0.72,0.68,0.7,0.82,0.94,0.47,0.49,0.74,0.9,0.83
m-a-d-n-e-s-s.csv,0.5,0.49,0.43,0.67,0.88,0.69,0.5,0.94,0.79,0.89,0.81,0.61,0.67,0.8,0.71,0.61,0.74,0.93,0.71,0.35
m-m-m.csv,0.38,0.43,0.52,0.42,0.45,0.38,0.63,0.41,0.42,0.33,0.42,0.5,0.47,0.4,0.45,0.38,0.45,0.45,0.48,0.4
mediaportal.csv,0.67,0.95,0.0,0.89,0.42,0.42,0.72,0.56,0.44,0.36,0.62,0.98,0.67,0.0,0.67,0.4,0.97,0.0,0.75,0.71
mvnforum.csv,0.73,0.96,0.99,0.87,0.98,0.65,0.92,0.74,0.9,0.81,0.92,0.99,0.96,0.94,0.95,0.93,0.99,0.95,0.83,0.93
myfaces.csv,0.37,0.34,0.51,0.46,0.44,0.43,0.85,0.81,0.45,0.4,0.98,0.64,0.69,0.4,0.96,0.49,0.52,0.47,0.4,0.58
nh3d.csv,0.88,0.0,0.75,0.89,0.81,0.87,0.92,0.96,0.65,0.91,0.82,0.98,0.89,0.89,0.88,0.6,0.9,0.93,0.87,0.69
ogrehg.csv,0.46,0.45,0.45,0.44,0.65,0.53,0.86,0.55,0.57,0.54,0.53,0.66,0.49,0.47,0.6,0.62,0.56,0.51,0.51,0.71
pnotepad.csv,0.36,0.3,0.42,0.39,0.39,0.38,0.5,0.38,0.39,0.29,0.42,0.42,0.37,0.4,0.4,0.33,0.33,0.46,0.4,0.39
pydev.csv,0.86,0.59,0.54,0.62,0.95,0.53,0.63,0.5,0.94,0.77,0.76,0.71,0.92,0.91,0.56,0.6,0.7,0.95,0.68,0.46
sarasvati.csv,0.67,0.75,0.86,0.75,0.91,0.5,0.75,0.5,0.9,0.0,0.97,0.94,0.5,0.9,0.67,0.73,0.99,0.86,0.5,0.64
taokgame.csv,0.93,0.75,0.0,0.75,0.91,0.91,0.0,0.9,0.92,0.86,0.87,0.97,0.83,0.67,0.89,0.89,0.97,0.91,0.83,0.69
tokratan.csv,0.59,0.58,0.47,0.82,0.5,0.94,0.86,0.7,0.92,0.88,0.97,0.62,0.61,0.7,0.83,0.73,0.99,0.94,0.75,0.45
wgs-assembler.csv,0.86,0.62,0.63,0.67,0.66,0.69,0.67,0.65,0.7,0.65,0.71,0.77,0.91,0.8,0.66,0.64,0.61,0.91,0.8,0.77
