,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.05,0.48,0.02,0.82,0.13,1.0,0.79,0.07,0.16,0.37,0.28,0.39,0.29,0.29,0.62,0.48,0.3,0.33,0.73,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0
free-evolution.csv,0.06,0.5,0.0,0.37,0.18,0.38,0.26,0.13,0.14,0.4,0.26,0.36,0.24,0.32,0.73,0.53,0.32,0.9,0.53,0.2
gtad.csv,1.0,0.21,0.0,0.19,0.5,0.21,0.0,0.0,0.16,0.17,0.44,0.11,0.21,0.0,0.09,0.27,0.31,0.11,0.08,0.0
gusanos.csv,0.12,0.52,0.02,0.66,0.24,0.34,0.36,0.38,0.2,0.43,0.39,0.56,0.42,0.36,0.99,0.38,0.36,0.45,0.63,0.0
kaffeine.csv,0.03,0.54,0.02,0.98,0.18,0.43,0.53,0.13,0.19,0.35,0.31,0.56,0.46,0.32,0.81,0.49,0.33,0.37,0.88,0.19
lcfizvtop.csv,0.21,0.44,0.0,0.58,0.08,0.24,0.11,0.17,0.07,0.25,0.37,0.37,0.27,0.91,0.34,0.46,0.3,0.35,0.28,0.0
m-a-d-n-e-s-s.csv,0.17,0.49,0.0,0.39,0.21,0.29,0.37,0.07,0.19,0.15,0.28,0.39,0.98,0.25,0.33,0.5,0.35,0.21,0.25,0.29
m-m-m.csv,0.06,0.46,0.02,0.87,0.14,0.39,1.0,0.12,0.21,0.45,0.24,0.57,0.5,0.28,0.79,0.51,0.33,0.38,0.8,0.1
mediaportal.csv,0.0,0.31,0.0,0.1,0.1,0.34,0.82,0.25,0.18,0.45,0.13,0.16,0.07,0.17,0.09,0.45,0.85,0.0,0.15,0.0
mvnforum.csv,0.06,0.23,0.02,0.44,0.03,0.31,0.38,0.38,0.16,0.94,0.09,0.37,0.31,0.15,0.23,0.28,0.15,0.19,0.48,0.0
myfaces.csv,0.03,0.52,0.02,0.86,0.1,0.36,0.28,0.24,0.17,0.4,0.92,0.44,0.37,0.29,0.34,0.44,0.31,0.37,0.84,0.24
nh3d.csv,0.2,0.0,1.0,0.24,0.17,0.41,0.35,0.53,0.28,0.14,0.26,0.38,0.29,0.2,0.16,0.53,0.39,0.3,0.48,0.0
ogrehg.csv,0.0,0.49,0.04,0.85,0.18,0.3,0.24,0.09,0.31,0.38,0.24,0.94,0.44,0.41,0.62,0.5,0.37,0.36,0.7,0.0
pnotepad.csv,0.06,0.53,0.02,0.8,0.15,0.42,0.78,0.2,0.22,0.43,0.24,0.59,0.46,0.35,0.76,0.52,0.35,0.43,0.98,0.16
pydev.csv,0.0,0.42,0.02,0.49,0.19,0.37,0.34,0.11,0.13,0.19,0.24,0.34,0.32,0.18,0.46,0.96,0.35,0.22,0.49,0.12
sarasvati.csv,0.4,0.14,0.0,0.15,1.0,0.08,0.15,0.17,0.16,0.0,0.37,0.12,0.07,0.1,0.09,0.36,0.3,0.1,0.08,0.21
taokgame.csv,0.12,0.09,0.0,0.15,0.09,0.17,0.04,1.0,0.07,0.38,0.25,0.3,0.32,0.0,0.24,0.27,0.17,0.23,0.22,0.0
tokratan.csv,0.21,0.36,0.01,0.3,0.0,0.05,0.17,0.22,0.89,0.08,0.35,0.39,0.42,0.19,0.11,0.41,0.16,0.24,0.15,0.3
wgs-assembler.csv,0.0,0.97,0.04,0.36,0.2,0.27,0.11,0.39,0.1,0.23,0.17,0.44,0.22,0.25,0.59,0.35,0.28,0.29,0.19,0.0
