,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,98.5,96.5,0.0,198.0,99.0,1943.0,37.5,18.5,289.5,98.5,610.5,97.5,2238.5,97.5,0.0,158.0
codepurge.csv,95.5,98.5,96.5,449.5,198.0,99.0,1195.0,716.0,341.5,286.5,98.5,196.5,98.5,976.0,196.5,90.5,192.0
fontforge.csv,198.0,99.0,294.0,98.5,396.0,99.0,2157.5,269.5,98.5,385.0,98.5,394.0,98.5,1868.0,198.0,195.0,388.0
gmerlin.csv,0.0,99.0,294.0,98.5,0.0,99.0,2249.0,0.0,98.5,0.0,98.5,295.0,98.5,1868.0,0.0,189.0,289.5
hatari.csv,99.0,98.5,92.5,98.5,396.0,843.5,1941.0,904.0,98.5,385.0,98.5,394.0,98.5,2424.0,198.0,96.5,194.0
jaolt.csv,96.5,99.0,96.5,98.5,99.0,99.0,1062.0,358.0,98.5,70.5,98.5,196.0,98.5,921.5,253.0,273.0,95.5
jcl.csv,99.0,98.5,195.0,98.5,99.0,657.5,1034.0,464.5,1080.0,541.0,98.5,95.5,97.5,632.5,97.5,189.5,95.5
ltp.csv,99.0,99.0,195.0,496.0,485.5,1031.5,2141.0,813.5,98.5,92.5,98.5,294.0,95.5,1485.0,198.0,186.0,95.5
mia.csv,99.0,98.5,275.5,98.5,192.0,651.5,1047.5,464.5,1016.5,385.0,96.5,194.0,98.5,364.0,490.5,294.0,652.5
net-snmp.csv,96.5,99.0,195.0,98.5,198.0,99.0,1047.5,814.5,98.5,385.0,98.5,295.0,98.5,1586.0,98.5,195.5,388.0
opde.csv,198.0,98.5,294.0,177.0,396.0,99.0,1285.5,537.0,98.5,68.5,98.5,394.0,98.5,1106.0,198.0,187.0,192.0
oppna-program-hsatools.csv,99.0,98.5,96.5,98.5,99.0,99.0,1424.5,904.0,1292.0,385.0,98.5,194.0,98.5,1068.0,97.5,195.5,290.5
powerfolder-.csv,198.0,98.5,195.5,98.5,297.0,98.5,1802.0,77.5,98.5,385.0,98.5,394.0,98.5,255.0,99.0,294.0,388.0
qlc.csv,0.0,98.5,0.0,177.0,396.0,99.0,1012.0,0.0,98.5,93.5,98.5,394.0,97.5,1043.0,196.5,0.0,193.0
quantlib.csv,198.0,99.0,0.0,0.0,396.0,69.5,0.0,904.0,0.0,385.0,57.5,0.0,81.5,0.0,198.0,294.0,93.5
tcl.csv,99.0,99.0,193.0,98.5,982.5,99.0,2000.5,0.0,1110.0,93.5,98.5,2595.0,98.5,1794.0,0.0,96.5,386.0
