,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.48,0.08,0.5,0.68,0.29,0.36,1.0,0.54,0.59,0.3,0.51,0.75,0.72,0.29,0.79,0.83,0.25,0.43,0.23,0.36
doomlegacy.csv,0.55,0.1,0.48,0.68,0.36,0.36,0.75,0.52,0.59,0.31,0.48,0.55,0.69,0.23,0.92,1.0,0.24,0.61,0.23,0.43
elmo.csv,0.26,1.0,0.0,0.33,0.06,0.25,0.55,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
enzo.csv,0.44,0.09,0.4,0.63,0.31,0.38,0.58,0.55,0.57,0.31,0.46,0.76,0.73,0.26,1.0,0.77,0.17,0.31,0.22,0.38
gpac.csv,0.46,0.08,0.47,0.71,0.29,0.34,0.64,1.0,0.45,0.3,0.46,0.64,0.68,0.3,0.72,0.7,0.08,0.38,0.24,0.3
img-browse-sort.csv,0.65,0.06,0.5,0.92,0.39,0.47,0.79,0.59,0.59,0.36,0.47,0.74,0.82,1.0,0.6,0.57,0.3,0.0,0.12,0.33
ktc.csv,1.0,0.2,0.67,0.8,0.61,0.5,0.58,0.71,0.66,0.18,0.81,0.89,0.82,0.38,0.76,0.83,0.24,1.0,0.37,0.42
neoengine.csv,0.59,0.07,1.0,0.67,0.34,0.29,0.67,0.56,0.47,0.31,0.58,0.7,0.71,0.32,0.78,0.74,0.15,0.5,0.27,0.44
nicepress.csv,0.61,0.04,0.55,0.5,0.47,0.97,0.49,0.57,0.41,0.0,0.53,0.8,0.66,0.2,1.0,0.83,0.07,0.57,0.23,0.38
open-ms.csv,0.69,0.06,0.28,0.52,0.32,0.31,0.52,0.79,0.42,0.27,0.45,0.62,0.61,0.14,0.71,0.72,0.19,0.06,0.99,0.3
pcsx2.csv,0.57,0.06,0.53,0.81,0.47,0.34,0.64,0.56,0.46,0.26,0.55,0.79,0.99,0.5,0.74,0.79,0.15,0.6,0.27,0.44
pi-qmc.csv,0.66,0.09,0.61,0.71,0.58,0.48,0.76,0.5,0.69,0.3,0.58,0.92,0.68,0.3,0.9,0.83,0.28,1.0,0.31,0.25
rosegarden.csv,0.78,0.08,0.52,0.67,0.99,0.5,0.79,0.44,0.71,0.28,0.78,0.82,0.66,0.0,0.8,0.81,0.3,1.0,0.27,0.57
salasaga.csv,0.37,0.07,0.33,0.55,0.22,0.28,0.53,0.54,0.46,0.18,0.43,0.47,0.61,0.25,0.75,0.73,0.96,0.24,0.19,0.4
sigil.csv,0.55,0.06,0.53,0.81,0.41,0.53,0.62,0.62,0.62,0.29,0.51,0.98,0.73,0.33,0.89,0.82,0.25,0.58,0.28,0.32
skia.csv,0.75,0.06,0.54,1.0,0.44,0.57,0.52,0.62,0.74,0.39,0.68,0.68,0.86,0.19,0.95,0.76,0.37,0.6,0.24,1.0
smarttag.csv,0.54,0.11,0.42,0.59,0.47,0.48,0.79,0.58,0.61,1.0,0.52,0.69,0.81,0.25,0.75,0.88,0.18,0.67,0.29,0.38
sylpheed-claws.csv,0.55,0.09,0.48,0.65,0.41,0.43,0.63,0.62,0.99,0.29,0.59,0.81,0.76,0.32,0.91,0.77,0.21,0.44,0.29,0.41
xemeiah.csv,0.71,0.11,0.58,0.8,0.44,0.45,0.77,0.52,0.65,0.32,0.99,0.73,0.78,0.32,0.88,0.83,0.33,0.48,0.25,0.44
zscreen.csv,0.51,0.06,0.49,1.0,0.31,0.42,0.6,0.54,0.57,0.3,0.51,0.66,0.79,0.25,0.79,0.81,0.13,0.48,0.22,0.34
