,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,6.0,7.0,2.0,0.0,3.0,11.0,0.0,6.0,0.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,6.0,1.0,23.0,4.0
doomlegacy.csv,6.0,5.0,1.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,13.0,0.0,10.0,1.0
elmo.csv,1.0,0.0,297.0,4.0,13.0,0.0,1.0,102.0,232.0,52.0,1.0,88.0,271.0,0.0,0.0,0.0,184.0,77.0,436.0,68.0
enzo.csv,3.0,1.0,13.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,40.0,5.0,9.0,2.0
gpac.csv,3.0,23.0,3.0,0.0,8.0,18.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,61.0,10.0,15.0,4.0
img-browse-sort.csv,3.0,23.0,2.0,0.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,77.0,2.0,5.0
ktc.csv,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,0.0,5.0,1.0
neoengine.csv,13.0,8.0,0.0,0.0,2.0,10.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,60.0,1.0,8.0,2.0
nicepress.csv,7.0,6.0,0.0,1.0,6.0,0.0,2.0,0.0,3.0,52.0,1.0,0.0,1.0,0.0,0.0,1.0,55.0,4.0,7.0,2.0
open-ms.csv,5.0,20.0,1.0,0.0,4.0,14.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,16.0,0.0,5.0
pcsx2.csv,7.0,8.0,3.0,0.0,2.0,3.0,4.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,61.0,3.0,13.0,1.0
pi-qmc.csv,0.0,14.0,1.0,5.0,9.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,13.0,0.0,0.0,6.0
rosegarden.csv,0.0,9.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,50.0,1.0,0.0,6.0,0.0,2.0,0.0
salasaga.csv,6.0,8.0,3.0,0.0,6.0,14.0,0.0,0.0,3.0,6.0,1.0,8.0,0.0,3.0,0.0,1.0,0.0,4.0,22.0,5.0
sigil.csv,4.0,23.0,3.0,0.0,2.0,5.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,19.0,1.0
skia.csv,2.0,6.0,1.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
smarttag.csv,7.0,10.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,35.0,1.0,3.0,3.0
sylpheed-claws.csv,17.0,6.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,22.0,11.0,1.0,1.0
xemeiah.csv,5.0,8.0,2.0,0.0,2.0,7.0,7.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,12.0,5.0
zscreen.csv,5.0,8.0,5.0,0.0,6.0,10.0,1.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,55.0,2.0,19.0,3.0
