,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.63,0.78,1.0,0.45,1.09,0.98
codeblocks.csv,0.65,0.84,0.52,0.58,0.67,0.63
dataobjectsdotnet.csv,0.71,0.98,0.6,0.59,1.12,0.52
n2cms.csv,0.37,0.87,0.64,0.58,1.11,0.67
nug.csv,0.79,0.34,0.98,0.7,0.86,0.72
uclmda.csv,1.0,1.0,0.71,0.96,0.01,0.91
