,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.91,0.7,0.85,0.93,0.4
jchassis.csv,1.0,1.0,0.08,1.0,1.0
panda3d.csv,0.53,0.5,0.58,0.86,0.75
scenemonitor.csv,0.35,0.72,1.01,0.76,0.7
xcf.csv,0.71,0.65,1.28,0.38,0.58
