,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.86,0.8,0.89,0.0,0.93,0.91,0.75,0.72,0.97,0.87,0.91,0.94
aubit4gl.csv,0.59,0.57,0.61,0.52,0.48,0.68,0.74,0.65,0.67,0.66,0.53,0.54
liferea.csv,0.92,0.5,0.84,0.83,0.7,0.51,0.52,0.6,0.71,0.58,0.87,0.68
moving-pictures.csv,0.52,0.55,0.43,0.43,0.61,0.59,0.54,0.54,0.62,0.7,0.62,0.43
olex2.csv,0.51,0.48,0.51,0.57,0.53,0.43,0.43,0.48,0.6,0.48,0.58,0.54
opensim4opencog.csv,0.96,0.75,0.86,0.67,0.93,0.95,0.89,0.81,0.93,0.9,0.67,0.94
plearn.csv,0.73,0.48,0.71,0.53,0.38,0.64,0.37,0.62,0.6,0.6,0.44,0.46
psrchive.csv,0.94,0.88,0.92,0.0,0.88,0.9,0.0,0.86,0.95,0.96,0.88,0.88
re2c.csv,0.71,0.86,0.53,0.72,0.59,0.82,0.52,0.76,0.73,0.83,0.56,0.51
rebecca-aiml.csv,0.79,0.67,0.8,0.47,0.4,0.64,0.42,0.54,0.65,0.68,0.66,0.64
wxcode.csv,0.91,0.67,0.83,0.0,0.68,0.0,0.5,0.94,0.89,0.86,0.86,0.9
xfce.csv,0.48,0.4,0.48,0.41,0.41,0.46,0.33,0.47,0.49,0.46,0.56,0.43
