,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.1,0.04,0.08,0.0,0.06,0.05,0.0,0.12,0.2,0.04,0.11,0.06
aubit4gl.csv,0.6,0.45,0.48,0.52,0.08,0.46,0.29,0.26,0.23,0.41,0.58,0.56
liferea.csv,0.17,0.27,0.21,0.0,0.35,0.26,0.39,0.09,0.12,0.3,0.17,0.28
moving-pictures.csv,0.58,0.71,0.77,0.55,0.46,0.5,0.0,0.53,0.51,0.46,0.47,0.8
olex2.csv,0.42,0.37,0.4,0.34,0.33,0.42,0.45,0.23,0.23,0.59,0.25,0.0
opensim4opencog.csv,0.1,0.08,0.08,0.23,0.15,0.0,0.19,0.31,0.14,0.06,0.04,0.17
plearn.csv,0.02,0.43,0.25,0.52,0.85,0.33,0.87,0.69,0.33,0.63,0.88,0.62
psrchive.csv,0.05,0.27,0.0,0.0,0.06,0.05,0.0,0.0,0.11,0.14,0.04,0.01
re2c.csv,0.16,0.02,0.51,0.41,0.4,0.4,0.58,0.4,0.14,0.42,0.62,0.69
rebecca-aiml.csv,0.16,0.04,0.2,0.52,0.69,0.38,0.55,0.51,0.01,0.39,0.42,0.15
wxcode.csv,0.07,0.04,0.11,0.0,0.17,0.01,0.0,0.01,0.06,0.05,0.0,0.04
xfce.csv,0.59,0.84,0.6,0.73,0.73,0.76,0.9,0.04,0.82,0.63,0.61,0.7
