,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.34,0.55,0.26,0.14,0.32,0.18,0.25,0.37,0.22,0.83,0.33,0.32
aubit4gl.csv,0.31,0.29,0.28,0.2,0.96,0.15,0.43,0.58,0.55,0.27,0.11,0.47
liferea.csv,0.27,0.0,0.18,0.96,0.25,0.31,0.37,0.49,0.48,0.32,0.18,0.42
moving-pictures.csv,0.43,0.17,0.24,0.28,0.45,0.26,0.96,0.69,0.47,0.23,0.13,0.56
olex2.csv,0.45,0.15,0.27,0.44,0.48,0.26,0.5,0.61,0.46,0.3,0.32,0.97
opensim4opencog.csv,0.2,0.0,0.1,0.36,0.23,0.95,0.16,0.36,0.29,0.1,0.0,0.15
plearn.csv,0.91,0.19,0.26,0.33,0.67,0.17,0.51,0.65,0.64,0.27,0.15,0.51
psrchive.csv,0.24,0.18,0.96,0.0,0.16,0.12,0.07,0.08,0.16,0.29,0.67,0.21
re2c.csv,0.38,0.92,0.3,0.0,0.58,0.15,0.49,0.49,0.71,0.21,0.11,0.52
rebecca-aiml.csv,0.39,0.22,0.29,0.33,0.65,0.21,0.47,0.66,0.98,0.18,0.14,0.52
wxcode.csv,0.32,0.22,0.31,0.0,0.37,0.0,0.13,0.17,0.03,0.05,1.0,0.2
xfce.csv,0.44,0.15,0.31,0.33,0.6,0.24,0.55,0.97,0.4,0.33,0.14,0.61
