,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
aubit4gl.csv,3.0,0.0,2.0,13.0,0.0,6.0,0.0,2.0,2.0,5.0,0.0,1.0
liferea.csv,3.0,56.0,6.0,0.0,0.0,7.0,5.0,1.0,1.0,8.0,12.0,2.0
moving-pictures.csv,4.0,0.0,23.0,6.0,2.0,7.0,0.0,1.0,3.0,35.0,32.0,4.0
olex2.csv,0.0,2.0,11.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,14.0,0.0
opensim4opencog.csv,6.0,56.0,6.0,4.0,1.0,0.0,5.0,1.0,3.0,4.0,82.0,3.0
plearn.csv,0.0,0.0,6.0,10.0,2.0,6.0,0.0,1.0,3.0,11.0,3.0,4.0
psrchive.csv,6.0,0.0,0.0,56.0,3.0,3.0,0.0,0.0,1.0,13.0,0.0,0.0
re2c.csv,2.0,0.0,3.0,56.0,2.0,6.0,0.0,0.0,2.0,10.0,2.0,4.0
rebecca-aiml.csv,6.0,1.0,8.0,8.0,2.0,5.0,0.0,0.0,0.0,4.0,26.0,3.0
wxcode.csv,0.0,0.0,1.0,56.0,1.0,187.0,0.0,0.0,8.0,3.0,0.0,1.0
xfce.csv,0.0,0.0,3.0,17.0,1.0,8.0,0.0,0.0,2.0,11.0,42.0,4.0
