,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.62,0.0,0.87,0.86,0.8,0.41,0.4,0.68,0.25,0.63,0.7,0.62,0.78,0.47
carabiner.csv,0.53,0.2,0.74,0.75,0.87,0.0,1.0,1.0,0.12,0.89,0.35,0.44,0.61,0.28
elvishrayrenderer.csv,0.9,0.37,0.97,0.73,0.8,0.65,1.0,0.68,0.62,0.89,0.41,0.81,0.0,0.69
fleet-simulator.csv,0.98,0.66,0.94,0.8,0.73,0.76,1.0,0.68,0.0,1.0,0.6,1.0,0.89,0.5
gmerlin.csv,0.21,0.09,0.19,0.18,0.33,0.12,0.0,0.0,0.0,0.16,0.33,0.12,0.28,0.25
gnome-jabber.csv,0.7,0.77,0.74,0.66,0.47,0.82,0.4,0.65,0.12,0.79,0.84,0.5,0.89,0.81
ipfilter.csv,0.5,0.26,0.68,0.91,0.67,0.45,1.0,0.77,0.88,0.0,0.95,0.69,0.89,0.59
irplus.csv,0.26,0.6,0.39,0.0,0.27,0.41,0.8,0.44,0.0,0.32,0.31,0.75,0.72,0.59
mevenide.csv,0.69,0.54,0.68,0.36,0.4,0.53,1.0,0.79,0.88,0.63,0.0,0.44,0.67,0.56
moving-pictures.csv,0.47,0.89,0.0,0.59,0.67,0.92,0.8,0.36,0.88,0.63,0.84,0.69,0.5,0.91
opensim4opencog.csv,0.0,0.0,0.06,0.27,0.47,0.0,0.0,0.08,0.0,0.05,0.6,0.06,0.0,0.0
rockbox.csv,0.46,0.34,0.68,0.48,0.47,0.31,0.4,0.55,0.0,0.58,0.56,0.38,0.5,0.0
ta3d.csv,0.86,0.71,0.94,0.61,0.73,0.92,0.4,0.74,0.0,0.95,0.92,0.0,0.72,0.72
xcmetadataservicestoolkit.csv,0.62,0.11,0.65,0.77,0.0,0.59,1.0,0.2,0.12,0.79,0.59,0.31,0.5,0.25
