,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.14,1.0,0.49,0.38,0.76,0.36,0.97,0.38,0.96,0.77,0.27,0.74,0.69,0.5
carabiner.csv,0.15,0.71,0.38,0.37,0.66,1.0,0.95,0.32,0.98,0.68,0.31,0.77,0.69,0.53
elvishrayrenderer.csv,0.12,0.67,0.44,0.37,0.7,0.31,0.95,0.3,0.87,0.7,0.27,0.67,1.0,0.29
fleet-simulator.csv,0.12,0.55,0.47,0.4,0.73,0.34,0.95,0.36,1.0,0.71,0.29,0.69,0.64,0.52
gmerlin.csv,0.23,0.67,0.57,0.43,0.75,0.25,1.0,1.0,1.0,0.81,0.4,0.85,0.62,0.11
gnome-jabber.csv,0.15,0.53,0.44,0.37,0.81,0.33,0.98,0.38,0.98,0.65,0.24,0.77,0.63,0.42
ipfilter.csv,0.19,0.57,0.5,0.32,0.77,0.41,0.94,0.31,0.85,1.0,0.25,0.7,0.67,0.44
irplus.csv,0.23,0.45,0.54,1.0,0.75,0.12,0.94,0.42,1.0,0.8,0.39,0.61,0.64,0.39
mevenide.csv,0.12,0.51,0.51,0.38,0.79,0.21,0.95,0.28,0.8,0.76,1.0,0.73,0.71,0.25
moving-pictures.csv,0.13,0.54,1.0,0.4,0.74,0.28,0.95,0.37,0.77,0.62,0.23,0.68,0.69,0.36
opensim4opencog.csv,1.0,0.0,0.5,0.5,0.74,1.0,1.0,0.29,1.0,0.8,0.23,0.75,0.0,0.0
rockbox.csv,0.16,0.61,0.46,0.34,0.7,0.45,0.95,0.36,1.0,0.66,0.26,0.8,0.69,1.0
ta3d.csv,0.13,0.54,0.47,0.43,0.74,0.31,0.96,0.36,1.0,0.69,0.26,1.0,0.68,0.41
xcmetadataservicestoolkit.csv,0.14,0.67,0.47,0.36,1.0,0.36,0.95,0.38,0.97,0.74,0.2,0.77,0.67,0.43
