,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.74,0.97,0.93,0.92,0.92,0.55,0.65,0.84,0.96,0.89,0.79,0.8,0.91,0.79
carabiner.csv,0.65,0.44,0.5,0.76,0.62,1.0,0.99,0.97,0.72,0.78,0.48,0.66,0.71,0.53
elvishrayrenderer.csv,0.91,0.67,0.86,0.76,0.7,0.68,0.99,0.59,0.63,0.85,0.45,0.74,1.0,0.47
fleet-simulator.csv,1.0,0.72,0.93,0.92,0.75,0.91,1.0,0.78,1.0,1.0,0.76,1.0,0.85,0.89
gmerlin.csv,0.43,0.15,0.29,0.24,0.38,0.09,0.17,1.0,0.26,0.28,0.66,0.31,0.24,0.05
gnome-jabber.csv,0.87,0.77,0.64,0.68,0.75,0.95,1.0,0.81,0.87,0.61,0.79,0.77,0.79,1.0
ipfilter.csv,0.87,0.31,0.75,0.76,0.82,0.73,0.85,0.72,0.76,1.0,0.97,0.74,0.94,0.79
irplus.csv,0.57,0.44,0.5,1.0,0.3,0.14,0.66,0.66,0.44,0.52,0.59,0.54,0.68,0.63
mevenide.csv,0.7,0.51,0.79,0.4,0.55,0.32,0.99,0.62,0.52,0.85,1.0,0.54,0.88,0.32
moving-pictures.csv,0.52,0.92,1.0,0.68,0.72,0.82,0.86,0.44,0.44,0.43,0.76,0.66,0.59,0.84
opensim4opencog.csv,1.0,0.0,0.07,0.48,0.5,0.05,0.12,0.06,0.11,0.09,0.55,0.09,0.0,0.0
rockbox.csv,0.61,0.49,0.64,0.44,0.4,0.59,0.38,0.62,0.57,0.46,0.59,0.69,0.59,1.0
ta3d.csv,0.91,0.74,0.93,0.8,0.8,0.95,0.6,0.88,0.89,0.87,1.0,1.0,0.79,0.84
xcmetadataservicestoolkit.csv,0.74,0.21,0.64,0.76,1.0,0.77,1.0,0.25,0.7,0.91,0.45,0.49,0.53,0.32
