,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.62,0.98,0.42,0.44,0.53,0.56,0.64,0.63,0.91,0.69,0.6,0.66,0.56,0.72
carabiner.csv,0.6,0.48,0.42,0.54,0.35,1.0,0.0,0.0,0.75,0.35,0.51,0.64,0.61,0.56
elvishrayrenderer.csv,0.35,0.66,0.13,0.56,0.47,0.57,0.0,0.5,0.56,0.36,0.47,0.47,1.0,0.43
fleet-simulator.csv,0.09,0.59,0.24,0.53,0.55,0.58,0.0,0.61,1.0,0.0,0.64,0.0,0.36,0.77
gmerlin.csv,0.47,0.18,0.33,0.28,0.42,0.11,0.2,1.0,0.31,0.32,0.66,0.36,0.28,0.06
gnome-jabber.csv,0.63,0.52,0.5,0.57,0.69,0.51,0.88,0.64,0.87,0.44,0.44,0.69,0.35,0.54
ipfilter.csv,0.76,0.35,0.59,0.31,0.63,0.69,0.0,0.5,0.37,1.0,0.21,0.58,0.37,0.67
irplus.csv,0.6,0.43,0.52,1.0,0.34,0.17,0.45,0.64,0.5,0.55,0.61,0.44,0.53,0.57
mevenide.csv,0.56,0.5,0.61,0.43,0.56,0.34,0.0,0.45,0.31,0.67,1.0,0.54,0.66,0.34
moving-pictures.csv,0.52,0.37,1.0,0.6,0.58,0.29,0.52,0.47,0.29,0.42,0.43,0.54,0.57,0.32
opensim4opencog.csv,1.0,0.0,0.09,0.52,0.51,0.06,0.15,0.07,0.13,0.11,0.51,0.11,0.0,0.0
rockbox.csv,0.59,0.52,0.53,0.45,0.42,0.61,0.41,0.58,0.62,0.45,0.55,0.67,0.57,1.0
ta3d.csv,0.43,0.56,0.24,0.66,0.57,0.3,0.6,0.6,0.91,0.2,0.3,1.0,0.58,0.6
xcmetadataservicestoolkit.csv,0.62,0.25,0.55,0.52,1.0,0.65,0.0,0.29,0.73,0.55,0.44,0.52,0.52,0.36
