,f1,g,recall,precision,pf,wins
applet2app.csv,0.5549999999999999,0.615,0.595,0.505,0.395,6
firebird.csv,0.5549999999999999,0.575,0.88,0.41000000000000003,0.735,3
fmri-dmt.csv,0.405,0.375,0.515,0.31,0.52,0
htmlunit.csv,0.535,0.615,0.64,0.45999999999999996,0.35,8
monetdb.csv,0.505,0.575,0.5900000000000001,0.485,0.265,7
ontomorphtab.csv,0.535,0.5700000000000001,0.88,0.38,0.765,2
smarttag.csv,0.515,0.64,0.655,0.415,0.445,5
taokgame.csv,0.375,0.38,0.33,0.55,0.11,1
webdriver.csv,0.495,0.59,0.74,0.405,0.46499999999999997,4
xbplayer.csv,0.555,0.64,0.645,0.5,0.32,9
