,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.23,0.94,0.16,0.63,0.44,0.66,0.46,0.29,0.53,0.36,0.04,0.6,0.75,0.51,0.4,0.87
echongl.csv,0.4,0.81,0.24,0.76,0.63,0.83,0.53,0.35,0.63,0.89,0.02,0.82,0.04,0.7,0.52,0.47
findbugs.csv,0.42,0.8,0.19,0.72,0.67,0.86,0.36,0.33,0.65,0.75,0.02,0.83,0.13,0.7,0.55,0.68
google-web-toolkit.csv,0.41,0.54,0.19,0.73,0.53,0.62,0.24,0.35,0.63,0.61,0.02,0.8,0.38,0.69,0.5,0.45
gwanted.csv,0.46,0.61,0.26,0.62,0.72,0.67,0.36,0.49,0.65,0.24,0.03,0.78,0.31,0.65,0.43,0.03
ivatamasks.csv,0.43,0.65,0.13,0.81,0.39,0.79,0.29,0.33,0.62,0.74,0.02,0.74,0.98,0.66,0.51,0.61
onotoa.csv,0.14,0.69,0.06,0.08,0.05,0.7,0.12,0.14,0.15,0.79,0.0,0.5,0.93,0.38,0.39,0.4
orc.csv,0.06,0.67,0.47,0.58,0.69,0.34,0.28,0.28,0.71,0.0,0.04,0.56,0.04,0.42,0.4,0.18
plato.csv,0.43,0.99,0.15,0.75,0.86,0.88,0.51,0.31,0.62,0.75,0.02,0.83,0.98,0.7,0.55,0.79
proftp.csv,0.41,0.52,0.31,0.71,0.67,0.47,0.3,0.37,0.71,0.69,0.03,0.68,0.0,0.52,0.24,0.0
rodin-b-sharp.csv,0.65,0.73,0.39,0.42,0.61,0.45,0.78,0.21,0.15,0.65,0.0,0.56,0.1,0.32,0.33,0.44
uclmda.csv,0.0,0.01,0.04,0.0,0.17,0.4,0.14,0.0,0.15,0.02,0.0,0.06,1.0,0.09,0.11,0.63
umber.csv,0.83,0.92,0.19,0.81,0.9,0.79,0.56,0.27,0.61,0.78,0.02,0.65,0.98,0.63,0.42,0.79
unicase.csv,0.69,0.93,0.23,0.72,0.91,0.68,0.59,0.3,0.65,0.66,0.02,0.8,0.05,0.67,0.49,0.69
wpdev.csv,0.41,1.0,0.19,0.81,0.91,0.89,0.53,0.25,0.62,0.81,0.02,0.84,0.98,0.73,0.55,0.71
