,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.45,0.62,0.0,0.51,0.55,0.76,0.66,0.54,0.58,0.71,0.51,0.0,0.66,0.78,0.65,0.09,0.3,0.67
bigdata.csv,0.27,0.35,0.45,0.0,0.0,0.21,0.54,0.43,0.34,0.09,0.51,0.17,0.4,0.71,0.71,0.48,0.54,0.16
chaperon.csv,0.44,0.52,0.23,0.46,0.98,0.46,0.33,0.55,0.01,0.28,0.0,0.17,0.31,0.61,0.45,0.35,0.57,0.42
e-bio-flow.csv,0.31,0.27,0.71,0.54,0.0,0.11,0.53,0.27,0.04,0.27,0.6,0.17,0.51,0.62,0.66,0.55,0.36,0.45
exist.csv,0.42,0.66,0.3,0.36,0.71,0.27,0.48,0.76,0.51,0.62,0.42,0.65,0.71,0.6,0.36,0.6,0.55,0.71
freedom-erp.csv,0.12,0.0,0.38,0.49,0.29,0.55,0.5,0.1,0.42,0.12,0.76,0.33,0.24,0.0,0.3,0.0,0.06,0.04
geotools.csv,0.5,0.5,0.56,0.42,0.0,0.69,0.39,0.71,0.57,0.66,0.59,0.48,0.66,0.6,0.43,0.28,0.59,0.63
jaxlib.csv,0.55,0.54,0.34,0.99,0.43,0.45,0.09,0.16,0.5,0.55,0.05,0.32,0.48,0.29,0.39,0.53,0.35,0.45
jppf-project.csv,0.56,0.35,0.69,0.43,0.4,0.47,0.76,0.47,0.39,0.29,0.55,0.52,0.54,0.4,0.5,0.05,0.28,0.42
matrex.csv,0.18,0.64,0.41,0.54,0.29,0.61,0.42,0.06,0.83,0.24,0.42,0.34,0.3,0.0,0.13,0.42,0.26,0.31
mediate.csv,0.22,0.72,0.58,0.81,0.53,0.63,0.19,0.5,0.45,0.47,0.59,0.62,0.29,0.53,0.62,0.55,0.63,0.57
nunit.csv,0.4,0.57,0.56,0.0,0.52,0.29,0.41,0.64,0.17,0.38,0.32,0.33,0.45,0.57,0.52,0.37,0.67,0.55
octet.csv,0.42,0.0,0.54,0.0,0.28,0.4,0.51,0.36,0.53,0.27,0.27,0.74,0.51,0.43,0.59,0.09,0.42,0.31
pokenetonline.csv,0.3,0.0,0.36,0.09,0.37,0.5,0.4,0.0,0.38,0.75,0.42,0.49,0.61,0.57,0.43,0.48,0.56,0.76
reaper3d.csv,0.14,0.04,0.47,0.54,0.29,0.41,0.16,0.53,0.17,0.44,0.6,0.44,0.16,0.82,0.35,0.25,0.34,0.37
simplewebservices.csv,0.48,0.46,0.57,0.0,0.64,0.36,0.0,0.33,0.42,0.63,0.0,0.57,0.6,0.2,0.21,0.69,0.62,0.59
stajistics.csv,0.38,0.37,0.62,0.28,0.54,0.52,0.54,0.09,0.29,0.58,0.05,0.61,0.73,0.51,0.37,0.56,0.56,0.7
swtfox.csv,0.73,0.27,0.47,0.0,0.54,0.47,0.49,0.49,0.05,0.34,0.09,0.35,0.43,0.47,0.49,0.48,0.52,0.37
