,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.41,0.4,0.39,0.29,0.42,0.51,0.35,0.43,0.45,0.34,0.31,0.46,0.37,0.38,0.37,0.34,0.33,0.4
bigdata.csv,0.47,0.72,0.59,0.43,0.83,0.95,0.43,0.51,0.63,0.8,0.54,0.8,0.61,0.57,0.47,0.47,0.67,0.92
chaperon.csv,0.66,0.46,0.64,0.41,0.89,0.61,0.46,0.5,0.0,0.8,0.0,0.75,0.79,0.48,0.65,0.65,0.56,0.56
e-bio-flow.csv,0.49,0.75,0.48,0.82,0.59,0.93,0.51,0.72,0.89,0.82,0.38,0.78,0.56,0.41,0.49,0.42,0.67,0.71
exist.csv,0.38,0.35,0.37,0.29,0.45,0.97,0.38,0.41,0.36,0.36,0.29,0.42,0.37,0.38,0.59,0.38,0.34,0.38
freedom-erp.csv,0.7,0.0,0.72,0.41,0.67,0.56,0.47,0.9,0.72,0.86,0.35,0.7,0.75,0.5,0.6,0.0,0.89,0.67
geotools.csv,0.35,0.46,0.39,0.35,0.48,0.42,0.58,0.34,0.44,0.36,0.4,0.55,0.43,0.42,0.49,0.88,0.39,0.4
jaxlib.csv,0.62,0.43,0.81,0.75,0.54,0.77,0.83,0.97,0.65,0.39,0.93,0.61,0.59,0.9,0.68,0.45,0.62,0.54
jppf-project.csv,0.48,0.34,0.54,0.36,0.51,0.43,0.4,0.52,0.37,0.36,0.34,0.56,0.51,0.55,0.55,0.36,0.58,0.64
matrex.csv,0.94,0.5,0.64,0.77,0.5,0.53,0.62,0.86,0.45,0.86,0.71,0.75,0.71,0.67,0.97,0.81,0.94,0.79
mediate.csv,0.88,0.42,0.48,0.46,0.8,0.46,0.94,0.6,0.39,0.5,0.4,0.54,0.66,0.58,0.48,0.61,0.54,0.61
nunit.csv,0.44,0.34,0.39,0.45,0.57,0.97,0.48,0.38,0.96,0.36,0.74,0.59,0.53,0.51,0.55,0.36,0.63,0.47
octet.csv,0.42,0.32,0.45,0.32,0.55,0.71,0.47,0.37,0.42,0.83,0.31,0.91,0.54,0.9,0.51,0.36,0.7,0.92
pokenetonline.csv,0.38,0.33,0.38,0.29,0.42,0.37,0.32,0.34,0.34,0.39,0.29,0.5,0.38,0.39,0.39,0.36,0.39,0.45
reaper3d.csv,0.88,0.0,0.54,0.82,0.8,0.6,0.94,0.57,0.96,0.69,0.4,0.5,0.84,0.56,0.65,0.66,0.64,0.72
simplewebservices.csv,0.4,0.39,0.42,0.3,0.41,0.44,0.35,0.36,0.46,0.38,0.31,0.54,0.46,0.39,0.41,0.44,0.45,0.53
stajistics.csv,0.47,0.71,0.33,0.32,0.57,0.5,0.33,0.36,0.7,0.52,0.3,0.77,0.38,0.41,0.4,0.38,0.38,0.45
swtfox.csv,0.73,0.34,0.67,0.86,0.49,0.5,0.5,0.44,0.36,0.44,0.89,0.54,0.63,0.48,0.76,0.45,0.65,0.65
