,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.87,0.53,1.0,0.83,0.77,0.32,0.65,0.66,0.55,0.53,0.83,1.04,0.7,0.48,0.61,0.98,0.93,0.67
bigdata.csv,0.94,0.72,0.63,1.11,1.01,0.82,0.79,0.7,0.77,0.93,0.56,0.86,0.68,0.5,0.55,0.8,0.54,0.87
chaperon.csv,0.71,0.79,0.88,0.82,0.1,0.76,0.97,0.73,0.99,0.85,1.0,0.86,0.76,0.7,0.79,0.8,0.61,0.75
e-bio-flow.csv,0.86,0.8,0.38,0.54,1.1,0.91,0.75,0.82,0.98,0.78,0.72,0.87,0.62,0.68,0.65,0.63,0.73,0.61
exist.csv,0.86,0.66,0.93,0.9,0.47,0.78,0.84,0.39,0.81,0.73,0.87,0.58,0.53,0.71,0.72,0.68,0.79,0.52
freedom-erp.csv,0.98,1.0,0.68,0.74,0.75,0.57,0.64,0.92,0.63,0.9,0.4,0.73,0.82,1.0,0.85,1.0,0.95,0.97
geotools.csv,0.83,0.6,0.76,0.9,1.09,0.59,0.66,0.62,0.59,0.66,0.56,0.59,0.48,0.75,0.67,0.77,0.69,0.51
jaxlib.csv,0.57,0.78,0.78,0.04,0.88,0.66,0.93,0.88,0.66,0.77,0.97,0.82,0.81,0.77,0.7,0.79,0.82,0.88
jppf-project.csv,0.76,0.9,0.57,0.88,0.92,0.85,0.35,0.75,0.88,0.93,0.8,0.8,0.76,0.82,0.73,0.99,0.87,0.76
matrex.csv,0.87,0.51,0.71,0.56,0.75,0.51,0.67,0.95,0.23,0.8,0.65,0.72,0.78,1.0,0.91,0.74,0.79,0.75
mediate.csv,0.83,0.51,0.75,0.54,0.57,0.59,0.92,0.67,0.86,0.62,0.71,0.65,0.84,0.58,0.57,0.62,0.63,0.69
nunit.csv,0.84,0.77,0.72,1.1,0.64,0.76,0.91,0.69,0.89,0.89,0.74,0.77,0.66,0.67,0.64,0.9,0.43,0.58
octet.csv,0.88,1.0,0.79,1.36,0.85,0.71,0.59,0.91,0.79,0.78,0.93,0.31,0.6,0.65,0.71,0.98,0.68,0.74
pokenetonline.csv,0.96,1.0,0.9,0.98,0.91,0.83,0.88,1.0,0.9,0.35,0.87,0.84,0.75,0.75,0.87,0.84,0.77,0.47
reaper3d.csv,0.89,0.97,0.64,0.54,0.75,0.73,0.99,0.66,0.89,0.68,0.58,0.75,0.9,0.36,0.74,0.83,0.78,0.7
simplewebservices.csv,0.83,0.86,0.7,1.0,0.65,0.91,1.0,0.91,0.91,0.72,1.0,0.61,0.72,0.96,0.95,0.46,0.67,0.75
stajistics.csv,0.9,0.72,0.65,1.03,0.56,0.79,0.79,0.98,0.78,0.62,0.99,0.46,0.52,0.83,0.9,0.67,0.78,0.41
swtfox.csv,0.37,0.94,0.76,1.04,0.81,0.86,0.83,0.83,0.99,0.96,0.93,0.96,0.87,0.85,0.7,0.85,0.68,0.94
