,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.51,0.45,0.0,0.36,0.65,0.35,0.51,0.58,0.15,0.48,0.47,0.56,0.18,0.53,0.54,0.39,0.47
botsnscouts.csv,0.51,0.45,0.3,0.26,0.22,0.33,0.73,0.53,0.57,0.37,0.38,0.55,0.38,0.73,0.43,0.2,0.55
cities3d.csv,0.44,0.46,0.39,0.33,0.56,0.48,0.39,0.62,0.32,0.35,0.24,0.6,0.29,0.66,0.57,0.29,0.75
dynalloy.csv,0.72,0.34,0.0,0.23,0.62,0.45,0.43,0.6,0.31,0.14,0.76,0.54,0.5,0.59,0.47,0.96,0.79
electric-core.csv,0.6,0.51,0.0,0.21,0.6,0.43,0.63,0.65,0.68,0.35,0.66,0.6,0.5,0.74,0.58,0.96,0.55
findbugs.csv,0.56,0.48,0.23,0.34,0.67,0.44,0.38,0.62,0.2,0.36,0.52,0.57,0.4,0.76,0.62,0.91,0.81
img-browse-sort.csv,0.49,0.47,0.0,0.23,0.45,0.24,0.53,0.6,0.3,0.43,0.4,0.63,0.67,0.66,0.54,0.94,0.32
jparsec.csv,0.44,0.34,0.39,0.16,0.47,0.37,0.75,0.56,0.95,0.34,0.68,0.73,0.46,0.8,0.46,0.31,0.58
moast.csv,0.53,0.2,0.0,0.13,0.23,0.51,0.64,0.53,0.44,0.21,0.54,0.43,0.34,0.2,0.47,0.98,0.49
mptvseries.csv,0.44,0.49,0.0,0.25,0.63,0.4,0.42,0.65,0.14,0.11,0.47,0.57,0.62,0.58,0.5,0.0,0.55
mvnforum.csv,0.41,0.16,0.26,0.07,0.41,0.45,0.49,0.46,0.57,0.12,0.56,0.47,0.24,0.33,0.48,0.86,0.3
nosleepsoftware.csv,0.0,0.17,0.63,0.05,0.15,0.09,0.07,0.15,0.57,0.17,0.0,0.04,0.11,0.16,0.06,0.01,0.12
ogre.csv,0.4,0.3,0.47,0.13,0.31,0.24,0.67,0.38,0.97,0.23,0.52,0.44,0.36,0.68,0.48,0.9,0.69
openfrag.csv,0.53,0.47,0.0,0.26,0.68,0.54,0.71,0.72,0.25,0.28,0.75,0.55,0.45,0.66,0.53,0.88,0.48
qdvdauthor.csv,0.39,0.4,0.31,0.0,0.61,0.49,0.34,0.52,0.67,0.22,0.6,0.57,0.34,0.78,0.33,0.69,0.55
sumatrapdf.csv,0.53,0.35,0.35,0.19,0.59,0.45,0.59,0.75,0.76,0.33,0.71,0.57,0.49,0.74,0.56,0.94,0.85
zxing.csv,0.54,0.49,0.17,0.28,0.46,0.55,0.57,0.53,0.27,0.34,0.46,0.55,0.42,0.74,0.59,0.24,0.83
