,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.85,0.55,0.65,1.0,0.86,0.53,0.55,0.98,0.88,0.77,0.57,0.78,0.48,0.93,1.0
amateur-scrolls.csv,0.59,0.0,0.42,0.8,0.46,0.29,0.38,0.56,0.0,0.17,0.29,0.3,0.31,0.66,0.33
biopax.csv,1.0,0.77,1.0,0.95,1.0,1.0,0.98,0.98,1.0,1.0,0.99,1.0,0.8,1.0,1.0
crux-framework.csv,0.1,0.41,0.15,0.1,0.03,0.12,0.15,0.17,0.0,0.41,0.29,0.05,0.07,0.22,1.0
exl.csv,0.69,0.55,0.6,0.8,0.46,0.32,0.4,0.63,0.25,0.31,0.5,0.35,0.41,0.76,1.0
ikvm.csv,0.41,0.91,0.32,0.4,0.54,0.77,0.83,0.29,0.88,0.2,0.39,0.35,0.34,0.2,0.33
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,0.71,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
les-indemodables.csv,0.74,0.5,0.75,0.65,0.63,0.61,0.64,0.6,0.75,0.93,0.6,0.65,0.38,0.61,1.0
lportal.csv,0.05,0.23,0.12,0.0,0.2,0.05,0.0,0.15,0.12,0.72,0.1,0.54,0.14,0.34,0.33
ns-3-dev-def-routing.csv,0.67,0.45,0.78,0.4,0.69,0.49,0.53,0.83,0.38,0.77,0.63,0.76,0.56,0.71,1.0
qpe.csv,0.72,0.32,0.42,0.4,0.49,0.57,0.81,0.81,0.38,0.61,0.66,0.19,0.21,0.34,1.0
sigil.csv,0.59,0.32,0.8,1.0,0.71,0.5,0.74,0.79,0.38,0.78,0.56,0.62,0.34,0.83,0.67
ultimairis.csv,0.31,0.82,1.0,0.55,0.2,0.82,0.64,0.08,0.88,1.0,0.68,0.43,0.56,0.88,1.0
unflobtactical.csv,0.74,0.86,0.78,1.0,0.77,0.46,0.81,0.9,0.5,0.91,0.61,0.86,0.79,0.83,1.0
xbg.csv,0.15,0.18,0.05,0.05,0.37,0.38,0.32,0.12,0.88,0.04,0.04,0.22,0.1,0.07,0.0
