,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.77,0.95,0.46,0.85,0.48,0.68,0.64,0.62,0.47,0.6,0.73,0.73,0.6,0.62,0.78
amateur-scrolls.csv,0.48,1.0,0.6,0.36,0.55,0.72,0.7,0.46,1.04,0.88,0.75,0.71,0.71,0.35,0.88
biopax.csv,0.98,0.7,1.0,0.83,0.81,1.0,0.91,0.95,0.96,1.0,0.98,0.95,0.2,0.85,1.0
crux-framework.csv,0.9,0.59,0.87,0.91,0.97,0.88,0.86,0.84,1.0,0.63,0.74,0.97,0.94,0.78,0.08
exl.csv,0.58,0.7,0.66,0.72,0.69,0.72,0.65,0.49,0.87,0.86,0.66,0.66,0.84,0.29,0.84
ikvm.csv,0.88,0.22,0.75,0.87,0.86,0.85,0.77,1.06,0.81,0.92,0.85,0.93,1.0,1.17,0.83
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
les-indemodables.csv,0.6,0.62,0.75,0.56,0.51,0.61,0.69,0.46,0.65,0.81,0.7,0.5,0.71,0.45,0.79
lportal.csv,0.95,0.78,0.88,1.0,0.8,0.95,1.0,0.85,0.88,0.34,0.91,0.55,0.86,0.68,0.67
ns-3-dev-def-routing.csv,0.53,0.64,0.66,0.65,0.39,0.64,0.55,0.42,0.75,0.56,0.51,0.72,0.53,0.48,0.63
qpe.csv,0.4,0.69,0.66,0.62,0.69,0.6,0.79,0.57,0.63,0.51,0.68,0.85,0.83,0.66,0.43
sigil.csv,0.49,0.79,0.42,0.61,0.34,0.64,0.7,0.3,0.66,0.52,0.62,0.5,0.67,0.42,0.8
ultimairis.csv,0.72,0.82,0.9,0.5,0.81,0.67,0.41,0.92,0.67,0.99,0.58,0.59,0.46,0.55,0.69
unflobtactical.csv,0.47,0.71,0.63,0.59,0.38,0.6,0.72,0.47,0.8,0.71,0.6,0.81,0.5,0.56,0.83
xbg.csv,0.93,0.83,0.95,0.96,0.78,0.83,0.7,0.95,0.28,0.97,0.96,0.85,0.91,0.98,1.0
