,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.48,0.43,0.53,0.42,0.4,0.59,0.55,0.46,0.47,0.46,0.52,0.5,0.5,0.46,0.41
amateur-scrolls.csv,0.57,0.5,0.82,0.4,0.56,0.75,0.62,0.47,0.8,0.81,0.61,0.75,0.92,0.36,0.62
biopax.csv,0.47,0.43,0.35,0.42,0.39,0.44,0.4,0.44,0.41,0.38,0.39,0.48,0.53,0.44,0.42
crux-framework.csv,0.98,0.8,0.92,0.86,0.5,0.96,0.94,0.93,0.5,0.81,0.88,0.94,0.88,0.8,0.92
exl.csv,0.47,0.43,0.52,0.42,0.41,0.56,0.62,0.44,0.62,0.6,0.44,0.65,0.78,0.42,0.47
ikvm.csv,0.68,0.58,0.74,0.68,0.55,0.52,0.5,0.77,0.43,0.67,0.72,0.88,0.56,0.95,0.67
irrlicht.csv,0.47,0.37,0.35,0.39,0.38,0.51,0.39,0.44,0.4,0.0,0.38,0.48,0.42,0.46,0.42
les-indemodables.csv,0.49,0.45,0.35,0.36,0.39,0.43,0.42,0.41,0.38,0.37,0.37,0.51,0.5,0.39,0.35
lportal.csv,0.94,0.86,0.93,0.0,0.86,0.92,0.0,0.89,0.86,0.73,0.94,0.55,0.9,0.56,0.8
ns-3-dev-def-routing.csv,0.62,0.55,0.46,0.68,0.43,0.65,0.64,0.47,0.73,0.52,0.56,0.54,0.7,0.44,0.51
qpe.csv,0.55,0.64,0.54,0.87,0.45,0.47,0.41,0.47,0.8,0.5,0.55,0.96,0.65,0.5,0.4
sigil.csv,0.56,0.63,0.49,0.38,0.37,0.6,0.45,0.45,0.8,0.49,0.52,0.48,0.69,0.44,0.43
ultimairis.csv,0.82,0.4,0.34,0.57,0.91,0.45,0.67,0.8,0.42,0.38,0.5,0.56,0.63,0.42,0.38
unflobtactical.csv,0.53,0.45,0.52,0.43,0.34,0.66,0.45,0.47,0.58,0.48,0.49,0.51,0.58,0.46,0.48
xbg.csv,0.99,0.89,0.86,0.86,0.72,0.85,0.97,0.95,0.62,1.0,0.83,0.97,0.9,0.86,0.83
