,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.0,4.0,1.0,10.0,0.0,0.0,7.0,5.0,2.0,94.0,1.0,0.0,0.0,0.0,48.0
amateur-scrolls.csv,21.0,51.0,0.0,0.0,0.0,0.0,10.0,1.0,62.0,125.0,5.0,2.0,1.0,0.0,38.0
biopax.csv,0.0,0.0,7.0,9.0,0.0,0.0,0.0,8.0,15.0,166.0,2.0,0.0,0.0,0.0,68.0
crux-framework.csv,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,62.0,86.0,3.0,1.0,1.0,1.0,0.0
exl.csv,0.0,1.0,5.0,6.0,2.0,0.0,0.0,2.0,4.0,122.0,0.0,3.0,1.0,0.0,57.0
ikvm.csv,0.0,0.0,7.0,10.0,0.0,0.0,1.0,8.0,11.0,160.0,2.0,0.0,1.0,0.0,49.0
irrlicht.csv,0.0,0.0,7.0,11.0,0.0,0.0,1.0,9.0,15.0,3583.0,2.0,0.0,2.0,0.0,68.0
les-indemodables.csv,0.0,4.0,7.0,8.0,0.0,0.0,3.0,0.0,11.0,208.0,0.0,0.0,0.0,0.0,46.0
lportal.csv,8.0,0.0,2.0,65.0,0.0,0.0,150.0,0.0,4.0,18.0,2.0,0.0,0.0,1.0,2.0
ns-3-dev-def-routing.csv,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,7.0,155.0,0.0,0.0,1.0,0.0,47.0
qpe.csv,19.0,0.0,6.0,0.0,0.0,0.0,3.0,4.0,0.0,41.0,8.0,4.0,0.0,0.0,17.0
sigil.csv,12.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,6.0,61.0,6.0,1.0,0.0,0.0,44.0
ultimairis.csv,15.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,156.0,0.0,4.0,0.0,0.0,38.0
unflobtactical.csv,35.0,0.0,7.0,4.0,0.0,0.0,3.0,2.0,22.0,157.0,0.0,0.0,2.0,0.0,57.0
xbg.csv,0.0,1.0,4.0,2.0,0.0,0.0,1.0,4.0,3.0,45.0,0.0,0.0,0.0,0.0,111.0
