,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.14,0.42,0.53,0.97,0.37,0.13,0.33,0.24,0.56,0.35
cities3d.csv,0.2,0.48,0.42,0.46,0.33,0.99,0.37,0.14,0.18,0.26
firebird.csv,0.16,0.41,0.99,0.51,0.5,0.16,0.17,0.33,0.62,0.31
hydrogen.csv,0.4,0.27,0.52,0.36,0.19,0.27,1.0,0.22,0.09,0.23
lphant.csv,0.33,0.58,0.61,0.5,0.62,0.17,0.31,0.3,1.0,0.34
open-ms.csv,0.22,0.61,0.6,0.42,0.41,0.11,0.16,0.28,0.47,0.96
qgo.csv,0.31,1.0,0.58,0.45,0.29,0.21,0.29,0.39,0.43,0.42
rhex.csv,0.74,0.58,0.44,0.41,0.17,0.24,0.38,0.33,0.0,0.24
xined.csv,0.22,0.56,0.28,0.43,0.3,0.29,0.39,0.95,0.51,0.16
yield.csv,0.26,0.68,0.68,0.54,0.98,0.16,0.28,0.32,0.66,0.35
