,jahshakafx.csv,electric-core.csv,jython.csv,popeye-chess.csv,mvnforum.csv,plplot.csv,openmalaria.csv,dspace-gsoc.csv,kftpgrabber.csv,zxing.csv
dspace-gsoc.csv,0.76,0.67,0.77,0.43,0.78,0.62,0.31,0.78,0.6,0.91
electric-core.csv,0.79,0.58,0.95,0.91,0.83,0.57,0.76,0.69,1.0,0.55
jahshakafx.csv,0.82,0.55,0.77,0.51,0.67,0.62,0.5,0.5,0.63,0.77
jython.csv,0.64,0.37,0.91,0.14,0.17,0.19,0.33,0.33,0.77,0.3
kftpgrabber.csv,0.88,0.79,0.64,0.6,0.33,0.38,0.02,0.31,0.9,0.88
mvnforum.csv,0.17,0.1,0.68,0.66,0.61,0.62,0.14,0.22,0.27,0.18
openmalaria.csv,0.9,0.63,0.91,0.66,0.83,0.62,0.76,0.92,0.8,0.91
plplot.csv,0.5,0.71,0.64,0.23,0.33,0.62,0.29,0.42,0.8,0.46
popeye-chess.csv,0.57,0.57,0.36,0.71,0.39,0.43,0.52,0.31,0.53,0.61
zxing.csv,0.63,0.52,0.59,0.4,0.83,0.29,0.38,0.08,0.7,0.75
