,jahshakafx.csv,electric-core.csv,jython.csv,popeye-chess.csv,mvnforum.csv,plplot.csv,openmalaria.csv,dspace-gsoc.csv,kftpgrabber.csv,zxing.csv
dspace-gsoc.csv,0.62,0.28,0.11,0.88,0.27,0.45,0.87,0.78,0.49,0.78
electric-core.csv,0.29,0.41,0.4,0.59,0.3,0.35,0.47,0.66,0.38,0.89
jahshakafx.csv,0.58,0.43,0.55,0.82,0.3,0.46,0.75,0.67,0.51,0.86
jython.csv,0.29,0.41,0.45,0.45,0.23,0.27,0.47,0.57,0.33,0.94
kftpgrabber.csv,0.48,0.24,0.1,0.75,0.2,0.4,0.5,0.58,0.57,0.8
mvnforum.csv,0.1,0.22,0.47,0.37,0.44,0.28,0.26,0.67,0.22,0.77
openmalaria.csv,0.51,0.31,0.14,0.72,0.29,0.36,0.73,0.7,0.44,0.81
plplot.csv,0.52,0.24,0.1,0.89,0.27,0.62,0.63,0.71,0.53,0.9
popeye-chess.csv,0.47,0.44,0.53,0.68,0.21,0.45,0.65,0.69,0.52,0.87
zxing.csv,0.56,0.48,0.57,0.93,0.41,0.55,0.73,0.38,0.55,0.91
