,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.04,1.0,1.0,0.1,0.08,0.13,0.08,0.0
geotools.csv,0.45,0.23,0.62,0.21,0.26,0.95,0.28,0.25
google-collections.csv,1.0,0.92,1.0,1.0,1.0,0.99,1.0,1.0
l2j.csv,0.69,0.62,0.51,0.72,0.62,0.75,0.98,0.25
mediate.csv,0.65,0.85,1.0,0.87,0.74,0.62,0.64,0.5
projectfactory.csv,0.49,0.46,0.38,0.72,0.92,0.48,0.42,1.0
st-filteredstatistics.csv,0.57,0.85,1.0,1.0,0.92,0.85,0.43,0.75
thedata.csv,0.09,0.46,0.46,0.44,0.79,0.31,0.57,1.0
