,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.05,1.0,0.13,0.12,0.1,0.16,0.1,0.0
geotools.csv,0.0,0.27,0.44,0.25,0.29,0.96,0.32,0.28
google-collections.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2j.csv,0.74,0.59,0.51,0.5,0.58,0.67,0.98,0.25
mediate.csv,0.7,0.44,0.99,0.69,0.63,0.57,0.6,0.48
projectfactory.csv,0.0,0.46,0.4,0.61,0.93,0.51,0.46,0.91
st-filteredstatistics.csv,0.62,0.52,0.0,0.98,0.61,0.62,0.46,0.66
thedata.csv,0.11,0.49,0.49,0.43,0.56,0.35,0.56,1.0
