,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.67,0.54,0.32,0.75,0.75,0.97,0.94,0.67
geotools.csv,0.68,0.85,0.46,0.8,0.81,0.69,0.72,0.58
google-collections.csv,0.39,0.36,0.32,0.29,0.38,0.41,0.39,0.36
l2j.csv,0.36,0.39,0.46,0.34,0.47,0.39,0.45,0.38
mediate.csv,0.38,0.38,0.45,0.29,0.49,0.43,0.55,0.39
projectfactory.csv,0.56,0.45,0.53,0.31,0.64,0.53,0.67,0.6
st-filteredstatistics.csv,0.54,0.35,0.32,0.33,0.43,0.4,0.61,0.51
thedata.csv,0.88,0.6,0.66,0.48,0.46,0.71,0.48,0.75
