,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.76,0.83,0.5,0.46,0.27,1.0,0.25
bibedt.csv,0.5,0.88,0.6,0.56,0.41,0.97,0.12
fulguro.csv,0.44,0.43,0.18,0.48,0.29,0.97,0.17
glelite.csv,0.52,0.65,0.17,0.44,0.33,1.0,0.15
go.csv,0.6,0.84,0.24,0.58,0.39,1.0,0.1
libmesh.csv,1.0,0.5,0.33,0.48,0.56,0.71,0.13
moving-pictures.csv,0.64,1.0,0.29,0.67,0.22,1.0,0.16
