,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.0,0.0,11.0,4.0,5.0
aime.csv,7.0,0.0,24.0,405.0,1.0
badtrinitycore.csv,49.0,1.0,2.0,0.0,12.0
electric-core.csv,3.0,4.0,1.0,20.0,20.0
olsrd.csv,6.0,1.0,4.0,21.0,1.0
