,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,69.5,273.0,180.0,96.5,50.5,84.5,86.5,733.5,93.5,513.0,261.5,98.5,95.5,98.5
boost-sandbox.csv,99.0,94.5,95.5,95.5,195.0,98.5,97.5,1459.5,449.5,98.5,347.0,168.0,2147.0,95.5
customwars.csv,99.0,95.5,98.5,195.5,89.5,98.5,161.0,447.0,340.0,94.5,542.5,76.5,97.5,98.5
dvd-create.csv,99.0,291.5,98.5,97.5,98.5,98.5,0.0,1297.5,288.5,98.5,850.0,98.5,97.5,99.0
frogatto.csv,99.0,390.5,98.5,196.5,291.5,98.5,97.5,1027.0,288.5,98.5,1785.5,197.5,97.5,99.0
glelite.csv,99.0,489.5,98.5,196.5,197.0,98.5,97.5,1267.5,546.0,98.5,1579.0,197.5,97.5,99.0
go.csv,99.0,193.0,98.5,196.5,89.5,98.5,0.0,1396.0,263.5,98.5,1103.5,197.5,97.5,98.5
irplus.csv,99.0,91.5,98.5,97.5,95.5,98.5,97.5,807.5,429.5,98.5,555.5,78.5,97.5,98.5
lsb.csv,99.0,489.5,98.5,97.5,197.0,98.5,185.5,1032.0,190.0,97.5,1493.5,97.5,97.5,98.5
moving-pictures.csv,99.0,95.5,96.5,95.5,76.5,98.5,0.0,1105.0,262.5,98.5,633.5,78.5,97.5,98.5
mpgravity.csv,99.0,291.5,98.5,97.5,197.0,98.5,97.5,1482.5,362.0,98.5,1604.5,98.5,97.5,98.5
plearn.csv,99.0,95.5,98.5,181.0,88.5,97.5,178.0,1268.5,449.5,98.5,792.5,98.5,97.5,99.0
rebecca-aiml.csv,99.0,291.5,98.5,97.5,95.5,95.5,0.0,1580.0,284.5,94.5,1099.5,278.0,97.5,99.0
wxcode.csv,99.0,95.5,98.5,96.5,89.5,98.5,179.0,377.0,241.5,94.5,450.0,197.5,97.5,98.5
