,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.62,0.55,0.45,0.16,0.34,0.15,0.52,0.29,0.43,0.49,0.45,0.52,0.48,0.25
doomlegacy.csv,0.52,0.68,0.69,0.18,0.48,0.18,0.56,0.56,0.53,0.81,0.49,0.44,0.35,0.39
empserver.csv,0.55,0.65,0.73,0.19,0.68,0.25,0.57,0.54,0.57,0.83,0.54,0.48,0.37,0.47
fritzing.csv,0.56,0.72,0.54,0.12,0.1,0.31,0.52,0.57,0.34,0.26,0.42,0.21,0.36,0.14
ifmo-game-1.csv,0.44,0.05,0.15,0.4,0.44,0.0,0.45,0.16,0.16,0.2,0.07,0.13,0.22,0.14
jparsec.csv,0.51,0.3,0.74,0.17,0.69,0.16,0.44,0.62,0.6,0.68,0.37,0.26,0.31,0.96
lmms.csv,0.58,0.36,0.71,0.18,0.39,0.16,0.44,0.56,0.6,0.62,0.51,0.49,0.39,0.69
lufa-lib.csv,0.49,0.64,0.54,0.11,0.27,0.17,0.45,0.5,0.65,0.51,0.32,0.32,0.38,0.47
pgui.csv,0.38,0.65,0.0,0.16,0.63,0.0,0.59,0.46,0.59,0.0,0.4,0.44,0.13,0.0
pi-qmc.csv,0.33,0.16,0.68,0.1,0.67,0.3,0.43,0.49,0.61,0.68,0.32,0.78,0.31,0.94
repositorium.csv,0.26,0.24,0.65,0.18,0.05,0.48,0.0,0.33,0.09,0.52,0.32,0.41,0.34,0.03
superwaba.csv,0.67,0.66,0.65,0.16,0.52,0.24,0.54,0.55,0.42,0.6,0.39,0.55,0.39,0.5
xapian.csv,0.52,0.64,0.74,0.17,0.58,0.26,0.47,0.42,0.56,0.72,0.52,0.28,0.35,0.81
zemljanka.csv,0.49,0.6,0.68,0.2,0.58,0.18,0.38,0.56,0.41,0.79,0.37,0.41,0.31,0.88
