,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.42,0.44,0.41,0.35,0.36,0.59,0.36,0.35,0.41,0.39,0.45,0.4,0.3,0.4
carabiner.csv,0.41,0.37,0.28,0.36,0.33,0.5,0.37,0.38,0.36,0.32,0.49,0.36,0.36,0.4
elvishrayrenderer.csv,0.45,0.8,0.34,0.5,0.41,0.6,0.52,0.8,0.58,0.56,0.92,0.52,0.41,0.0
fleet-simulator.csv,0.4,0.42,0.29,0.34,0.33,0.42,0.52,0.37,0.29,0.37,0.42,0.41,0.37,0.45
gmerlin.csv,0.0,0.41,0.29,0.34,0.31,0.4,0.4,0.42,0.34,0.36,0.46,0.36,0.36,0.44
gnome-jabber.csv,0.45,0.53,0.34,0.44,0.52,0.86,0.44,0.41,0.46,0.35,0.6,0.54,0.4,0.38
ipfilter.csv,0.46,0.87,0.34,0.39,0.36,0.43,0.52,0.48,0.46,0.44,0.46,0.51,0.38,0.58
irplus.csv,0.42,0.43,0.37,0.4,0.47,0.7,0.32,0.33,0.36,0.31,0.54,0.3,0.27,0.33
mevenide.csv,0.9,0.0,0.8,0.5,0.62,0.88,0.0,0.93,0.75,0.9,0.72,0.86,0.8,0.75
moving-pictures.csv,0.97,0.56,0.43,0.59,0.39,0.8,0.35,0.67,0.81,0.33,0.81,0.42,0.42,0.35
opensim4opencog.csv,0.51,0.41,0.43,0.43,0.36,0.56,0.39,0.32,0.35,0.34,0.45,0.35,0.38,0.35
rockbox.csv,0.68,0.43,0.42,0.67,0.86,0.71,0.33,0.34,0.43,0.37,0.58,0.37,0.31,0.33
ta3d.csv,0.91,0.0,0.86,0.79,0.73,0.69,0.52,0.0,0.69,0.48,0.78,0.45,0.67,0.0
xcmetadataservicestoolkit.csv,0.48,0.5,0.71,0.54,0.37,0.58,0.52,0.41,0.43,0.41,0.55,0.41,0.34,0.5
