,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.26,0.77,0.55,0.55,0.85,0.32,0.51,0.49,0.78,0.73,0.4,0.69,0.75,0.61
carabiner.csv,0.28,0.69,0.59,0.53,0.84,0.72,0.78,0.48,0.89,0.71,0.46,0.73,0.71,0.61
elvishrayrenderer.csv,0.2,0.23,0.5,0.51,0.6,0.49,0.97,0.16,0.52,0.54,0.24,0.48,0.76,0.1
fleet-simulator.csv,0.22,0.69,0.64,0.54,0.74,0.47,0.97,0.49,0.98,0.83,0.31,0.81,0.8,0.54
gmerlin.csv,0.0,0.66,0.64,0.54,0.81,0.46,0.68,0.55,0.93,0.68,0.39,0.83,0.76,0.55
gnome-jabber.csv,0.22,0.63,0.67,0.47,0.61,0.14,0.75,0.51,0.75,0.72,0.37,0.57,0.7,0.59
ipfilter.csv,0.26,0.37,0.64,0.48,0.83,0.49,0.96,0.49,0.77,0.95,0.39,0.7,0.79,0.5
irplus.csv,0.31,0.53,0.62,0.58,0.53,0.31,0.52,0.5,0.68,0.66,0.36,0.59,0.66,0.65
mevenide.csv,0.18,0.0,0.18,0.0,0.42,0.27,0.0,0.26,0.14,0.36,0.65,0.29,0.32,0.17
moving-pictures.csv,0.15,0.36,0.69,0.44,0.69,0.3,0.71,0.11,0.37,0.77,0.2,0.61,0.59,0.67
opensim4opencog.csv,0.31,0.65,0.51,0.51,0.68,0.34,0.49,0.49,0.77,0.59,0.44,0.59,0.55,0.62
rockbox.csv,0.23,0.57,0.52,0.4,0.21,0.33,0.58,0.45,0.6,0.55,0.34,0.59,0.6,0.7
ta3d.csv,0.12,0.0,0.17,0.31,0.47,0.27,0.4,0.0,0.48,0.63,0.36,0.73,0.11,0.0
xcmetadataservicestoolkit.csv,0.25,0.1,0.38,0.47,0.85,0.33,0.97,0.47,0.79,0.79,0.32,0.81,0.75,0.0
