,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.17,0.82,0.56,0.39,0.79,0.24,0.97,0.36,0.85,0.9,0.25,0.69,0.67,0.5
carabiner.csv,0.17,0.56,0.45,0.4,0.73,0.64,0.97,0.32,0.86,0.68,0.32,0.72,0.64,0.44
elvishrayrenderer.csv,0.11,1.0,0.41,0.55,0.74,0.6,0.95,0.6,1.0,0.59,0.42,0.56,0.83,1.0
fleet-simulator.csv,0.12,0.53,0.47,0.39,0.7,0.33,0.95,0.33,1.0,0.71,0.21,0.69,0.67,0.37
gmerlin.csv,0.0,0.54,0.47,0.38,0.73,0.3,0.96,0.47,0.87,0.82,0.25,0.76,0.67,0.38
gnome-jabber.csv,0.13,0.62,0.53,0.37,0.72,0.29,0.98,0.37,0.92,0.72,0.28,0.64,0.69,0.47
ipfilter.csv,0.16,0.42,0.51,0.34,0.77,0.32,0.95,0.37,0.95,0.96,0.24,0.67,0.66,0.39
irplus.csv,0.21,0.76,0.6,0.53,0.88,0.5,0.97,0.4,1.0,0.75,0.38,0.74,0.7,0.62
mevenide.csv,0.3,0.0,0.6,0.0,0.85,0.5,0.0,0.43,1.0,1.0,0.58,0.86,0.7,0.5
moving-pictures.csv,0.13,0.62,0.67,0.38,0.68,0.8,0.96,0.67,0.67,0.78,0.19,0.75,0.71,0.71
opensim4opencog.csv,0.22,0.76,0.57,0.47,0.76,0.32,0.97,0.36,1.0,0.76,0.28,0.74,0.67,0.6
rockbox.csv,0.18,0.68,0.54,0.53,0.71,0.43,0.95,0.36,1.0,0.74,0.38,0.84,0.69,0.62
ta3d.csv,0.18,0.0,0.43,0.43,0.87,0.24,1.0,0.0,0.73,1.0,0.37,0.77,0.67,0.0
xcmetadataservicestoolkit.csv,0.16,1.0,0.57,0.46,0.87,0.26,0.95,0.34,0.97,0.97,0.21,0.69,0.74,0.0
