,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.45,1.0,1.0,1.0,0.67,1.0,0.92,0.8,1.0,1.0,0.86,0.5,0.19,1.0,1.0,0.83,1.0,0.67,0.78
autat.csv,0.57,0.61,0.5,1.0,1.0,0.25,0.1,0.79,0.82,0.98,0.71,1.0,0.15,1.0,1.0,0.82,0.83,0.81,0.73
critterding.csv,0.47,1.0,0.39,0.98,0.21,0.43,0.08,0.65,0.6,0.67,0.75,0.31,0.22,0.68,0.88,0.79,0.55,0.6,0.71
elateportal.csv,0.41,0.41,0.38,0.96,0.27,0.27,0.09,0.45,0.51,0.93,0.64,0.45,0.29,0.9,1.0,0.75,0.72,0.2,0.68
factor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
fceugc.csv,0.44,0.5,1.0,1.0,0.43,0.44,0.05,0.87,0.94,0.4,0.94,0.17,0.23,1.0,0.0,0.91,0.58,0.6,0.82
jstock.csv,0.43,0.67,0.43,0.96,0.24,0.71,0.14,0.43,0.7,0.0,0.9,1.0,0.36,0.8,1.0,1.0,1.0,1.0,0.82
keyczar.csv,0.32,0.42,0.25,1.0,0.45,0.44,0.11,0.31,0.42,0.86,0.4,0.19,0.0,0.98,0.93,0.53,0.52,0.29,0.63
mimosa.csv,0.48,0.58,0.38,0.96,0.21,1.0,0.11,0.56,0.66,0.97,0.71,0.25,0.24,0.7,0.64,0.91,0.66,0.58,0.72
miranda.csv,0.52,0.7,0.39,1.0,0.17,0.76,0.07,0.66,0.7,0.99,0.76,0.33,0.2,0.76,0.71,0.79,0.62,0.2,0.99
nativeclient.csv,0.42,0.46,0.32,0.98,0.2,0.79,0.04,0.47,0.53,0.97,0.67,0.26,0.25,0.72,0.89,0.88,1.0,0.71,0.71
ogre.csv,0.41,0.45,0.33,1.0,0.18,0.48,0.07,0.43,0.55,0.96,0.67,0.23,0.21,0.76,0.88,0.75,0.59,0.64,0.66
openfrag.csv,0.46,0.51,0.45,0.98,0.3,0.56,0.13,0.45,0.97,0.96,0.76,0.22,0.26,1.0,0.95,0.88,0.61,0.82,0.72
qdvdauthor.csv,0.41,0.49,0.41,0.97,0.27,0.77,0.09,0.46,0.65,0.96,0.98,0.33,0.27,0.82,0.94,0.76,0.56,0.2,0.65
qse.csv,0.51,0.59,0.58,0.97,0.36,0.73,0.1,1.0,0.71,0.97,0.72,0.3,0.21,0.69,0.62,0.77,0.62,0.55,0.75
reactos-mirror.csv,0.92,0.5,0.3,1.0,0.24,0.63,0.09,0.65,0.72,0.95,0.63,0.3,0.27,0.74,0.88,0.71,0.59,0.62,0.67
sandiaportals.csv,0.47,0.5,0.4,0.95,0.22,0.48,0.12,0.5,0.66,0.97,0.77,0.17,0.27,0.83,0.82,1.0,0.64,0.71,0.69
synergyspace.csv,0.38,0.39,0.33,0.96,0.2,0.67,0.06,0.5,0.62,1.0,0.75,0.1,0.92,0.67,0.0,0.0,0.67,0.0,0.5
uclmda.csv,0.31,0.41,0.08,1.0,0.24,0.0,0.14,0.26,0.37,1.0,0.64,0.14,0.18,0.71,0.77,0.67,0.5,0.0,0.55
