,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.87,0.94,0.95,0.93,0.88,0.92,0.08,0.77,0.89,0.72,0.71,0.92,0.86,0.98,0.95,0.91,0.94,0.91,0.86
autat.csv,0.75,0.52,0.81,0.99,0.06,0.94,0.92,0.69,0.86,0.74,0.78,0.92,0.93,0.96,0.8,0.84,0.93,0.53,0.67
critterding.csv,0.75,0.0,0.63,0.72,0.67,0.98,0.74,0.65,0.68,1.36,0.58,0.57,0.69,0.83,0.84,0.75,0.86,0.77,0.62
elateportal.csv,0.77,0.83,0.63,1.14,0.55,0.93,0.67,0.67,0.78,0.91,0.76,0.4,0.59,0.48,0.0,0.8,0.64,0.99,0.75
factor.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,0.05,1.0
fceugc.csv,0.72,0.75,0.1,0.75,0.81,0.9,0.84,0.63,0.77,1.11,0.6,0.93,0.77,0.98,1.01,0.81,0.79,0.82,0.66
jstock.csv,0.73,0.94,0.74,0.92,0.65,0.87,0.69,0.92,0.64,1.12,0.56,0.0,0.85,0.92,0.98,0.62,0.94,0.76,0.86
keyczar.csv,0.83,0.77,0.84,0.45,0.69,0.9,0.61,0.86,0.87,0.98,0.97,0.83,1.0,0.07,0.5,1.05,0.8,0.98,0.76
mimosa.csv,0.59,0.53,0.62,1.16,0.67,0.0,0.65,0.53,0.55,0.68,0.69,0.67,0.64,0.81,1.07,0.32,0.6,0.79,0.61
miranda.csv,0.6,0.8,0.61,0.59,0.8,0.59,0.74,0.4,0.58,0.51,0.58,0.85,0.81,0.71,0.95,0.62,0.7,0.99,0.03
nativeclient.csv,0.69,0.72,0.72,0.78,0.77,0.36,0.88,0.65,0.76,0.68,0.73,0.66,0.65,0.78,0.83,0.42,0.03,0.69,0.62
ogre.csv,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98
openfrag.csv,0.66,0.62,0.51,0.76,0.5,0.69,0.5,0.8,0.07,0.76,0.56,0.77,0.68,0.85,0.34,0.41,0.82,0.49,0.66
qdvdauthor.csv,0.87,0.7,0.59,1.11,0.55,0.4,0.74,0.8,0.56,0.78,0.05,0.54,0.59,0.62,0.45,0.79,0.91,0.99,0.84
qse.csv,0.65,0.59,0.68,0.86,0.76,0.6,0.63,0.0,0.6,0.71,0.64,0.59,0.78,0.84,1.02,0.67,0.7,0.83,0.55
reactos-mirror.csv,0.1,0.64,0.76,0.16,0.6,0.5,0.66,0.38,0.53,0.95,0.78,0.59,0.59,0.75,1.0,0.92,0.95,0.76,0.73
sandiaportals.csv,0.61,0.66,0.61,1.19,0.64,1.0,0.56,0.7,0.55,0.68,0.55,0.86,0.59,0.72,0.86,0.02,0.63,0.59,0.8
synergyspace.csv,0.8,0.8,0.95,0.94,0.83,0.95,0.92,0.77,0.93,0.94,0.93,0.95,0.12,0.96,1.0,1.0,0.7,1.0,1.0
uclmda.csv,0.83,0.83,0.99,0.84,0.73,1.03,0.84,0.91,0.92,0.0,0.85,0.93,0.78,0.81,0.92,0.83,0.95,1.0,0.85
