,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.99,0.5,0.0,0.93,0.67,0.67,0.92,0.9,0.86,0.67,0.64,0.5,0.95,0.0,0.5,0.83,0.89,0.83,0.98
autat.csv,0.93,0.7,0.88,0.67,0.93,0.7,0.9,0.79,0.91,0.72,0.71,0.0,0.92,0.5,0.89,0.82,0.92,0.62,0.61
critterding.csv,0.89,0.62,0.56,0.66,0.5,0.39,0.52,0.7,0.54,0.94,0.47,0.65,0.6,0.91,0.35,0.68,0.57,0.8,0.43
elateportal.csv,0.42,0.51,0.45,0.4,0.4,0.73,0.34,0.45,0.46,0.9,0.46,0.5,0.42,0.37,0.3,0.43,0.48,0.8,0.36
factor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
fceugc.csv,0.59,0.7,0.68,0.79,0.86,0.89,0.53,0.87,0.94,0.8,0.53,0.83,0.87,0.0,0.0,0.91,0.72,0.8,0.7
jstock.csv,0.63,0.67,0.93,0.6,0.52,0.86,0.93,0.86,0.7,0.67,0.5,0.77,0.91,0.8,0.0,0.8,0.89,0.9,0.97
keyczar.csv,0.54,0.65,0.55,0.49,0.91,0.89,0.55,0.62,0.58,0.93,0.93,0.56,0.86,0.45,0.3,0.6,0.67,0.86,0.51
mimosa.csv,0.52,0.58,0.47,0.56,0.44,0.55,0.72,0.43,0.43,0.46,0.41,0.43,0.47,0.74,0.82,0.44,0.61,0.62,0.41
miranda.csv,0.65,0.9,0.39,0.52,0.65,0.62,0.43,0.5,0.65,0.41,0.41,0.83,0.67,0.66,0.86,0.38,0.66,0.8,0.4
nativeclient.csv,0.55,0.48,0.52,0.71,0.38,0.58,0.49,0.47,0.53,0.29,0.45,0.41,0.5,0.62,0.78,0.39,0.58,0.52,0.47
ogre.csv,0.4,0.44,0.39,0.43,0.35,0.36,0.43,0.43,0.43,0.26,0.38,0.32,0.45,0.43,0.3,0.39,0.5,0.41,0.36
openfrag.csv,0.45,0.59,0.48,0.67,0.38,0.35,0.59,0.43,0.53,0.37,0.51,0.67,0.56,0.86,0.33,0.43,0.52,0.5,0.36
qdvdauthor.csv,0.44,0.51,0.44,0.55,0.38,0.58,0.46,0.49,0.51,0.7,0.44,0.5,0.52,0.45,0.36,0.44,0.58,0.8,0.37
qse.csv,0.67,0.7,0.83,0.79,0.91,0.68,0.67,0.51,0.63,0.31,0.53,0.48,0.64,0.75,0.88,0.58,0.78,0.62,0.42
reactos-mirror.csv,0.63,0.55,0.56,0.5,0.52,0.5,0.62,0.51,0.68,0.39,0.6,0.43,0.61,0.78,0.3,0.46,0.53,0.55,0.44
sandiaportals.csv,0.54,0.54,0.47,0.67,0.44,0.36,0.58,0.47,0.49,0.28,0.39,0.37,0.53,0.83,0.64,0.44,0.62,0.45,0.36
synergyspace.csv,0.87,0.67,0.67,0.98,0.93,0.67,0.94,0.94,0.88,0.9,0.75,0.9,0.96,0.67,0.0,0.0,0.88,0.0,0.5
uclmda.csv,0.71,0.57,0.92,0.97,0.81,0.9,0.93,0.81,0.84,0.26,0.91,0.86,0.61,0.65,0.77,0.81,0.93,0.0,0.6
