,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.04,0.76,0.0,0.1,0.23,0.84
bullet.csv,1.0,0.67,0.59,0.05,0.81,0.44
openintents.csv,0.85,0.0,0.46,0.24,0.32,0.4
pokenetonline.csv,0.03,0.45,0.85,0.38,0.08,0.0
tktoolkit.csv,1.0,0.97,0.65,0.9,0.0,0.96
zealos.csv,0.0,0.61,0.65,0.67,0.88,0.44
