,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.75,0.3,0.59,0.6,0.73,0.42
bullet.csv,0.54,0.31,0.45,0.41,0.36,0.43
openintents.csv,0.68,0.52,0.37,0.67,0.67,0.49
pokenetonline.csv,0.88,0.31,0.4,0.55,0.94,0.38
tktoolkit.csv,0.54,0.28,0.52,0.4,0.96,0.45
zealos.csv,0.67,0.33,0.43,0.47,0.44,0.36
