,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.03,0.78,1.0,0.34,0.39,0.73
bullet.csv,1.0,0.87,0.59,1.0,0.83,0.55
openintents.csv,0.63,1.0,0.64,0.37,0.7,0.52
pokenetonline.csv,0.2,0.74,0.86,0.54,0.17,1.0
tktoolkit.csv,1.0,0.91,0.64,0.91,1.0,0.6
zealos.csv,1.0,0.7,0.73,0.67,0.83,0.78
