,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,99.0,98.5,195.0,97.5,197.0,98.5
lazarus-ccr.csv,99.0,98.5,94.5,94.5,197.0,98.5
lcfizvtop.csv,181.0,193.0,96.5,97.5,269.5,98.5
migen.csv,180.0,90.5,176.0,85.5,321.0,95.5
mvnforum.csv,0.0,176.0,94.5,355.0,504.0,167.0
plplot.csv,89.5,155.0,239.5,97.5,24.5,89.5
