,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.47,0.61,0.61,0.6,0.72
encog-java.csv,0.69,0.1,0.07,0.33,0.28
h2database.csv,0.63,0.73,0.17,0.69,0.29
jaql.csv,0.68,0.63,0.38,0.65,0.4
raven-monitoring.csv,0.21,0.29,0.68,0.35,0.06
