,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.57,0.74,0.08,0.6,0.59,0.63,1.12,0.87
decidr.csv,0.58,0.57,0.82,0.64,0.01,0.67,1.06,0.57
exist.csv,0.63,0.56,0.78,0.57,0.48,0.03,1.07,0.78
ivatamasks.csv,0.0,0.6,0.69,0.64,0.69,0.62,1.02,0.43
libopenmetaverse.csv,0.75,0.74,0.94,0.0,0.76,0.82,1.17,0.64
mule.csv,0.72,0.03,0.95,0.68,0.67,0.64,1.01,0.63
runuomondains.csv,0.87,0.88,0.71,0.89,0.91,0.85,1.01,0.12
