,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.45,0.61,0.04,0.51,0.52,0.52,0.51,0.61
decidr.csv,0.23,0.47,0.23,0.49,0.01,0.49,0.34,0.42
exist.csv,0.19,0.32,0.21,0.31,0.19,0.01,0.39,0.22
ivatamasks.csv,0.0,0.4,0.12,0.54,0.41,0.38,0.19,0.41
libopenmetaverse.csv,0.13,0.62,0.88,0.0,0.16,0.34,0.61,0.41
mule.csv,0.11,0.01,0.0,0.46,0.33,0.34,0.12,0.39
runuomondains.csv,0.28,0.05,0.21,0.09,0.08,0.24,0.15,0.0
