,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.54,0.99,0.34,0.19,0.55,0.73,0.33,0.64,0.09,0.33,0.64,0.42,0.33,0.68,0.75,0.23,0.47,0.34,0.63
boost.csv,0.62,0.53,0.55,0.52,0.35,0.36,0.51,0.95,0.43,0.64,0.56,0.78,0.29,0.4,0.5,0.09,0.43,0.73,0.64
codepurge.csv,0.23,0.32,0.15,0.31,0.35,0.18,0.12,0.17,0.24,0.39,0.45,0.53,0.79,0.33,0.25,0.11,0.19,0.1,0.48
elateportal.csv,0.15,0.11,0.0,0.83,0.0,0.09,0.49,0.01,0.0,0.03,0.24,0.19,0.38,0.19,0.0,1.0,0.09,0.0,0.15
etics.csv,1.0,0.29,0.31,0.36,0.25,0.27,0.49,0.14,0.27,0.47,0.22,0.28,0.17,0.37,0.25,0.07,0.11,0.15,0.37
factor.csv,0.15,0.1,0.12,0.55,0.0,0.18,0.3,0.32,0.06,0.14,0.18,0.11,0.12,0.05,0.25,0.02,0.08,1.0,0.24
gusanos.csv,0.46,0.41,0.43,0.83,0.6,0.82,0.71,0.4,0.99,0.39,0.38,0.61,0.62,0.42,0.5,0.23,0.19,0.71,0.64
kvs.csv,0.54,0.39,0.33,0.88,1.0,0.18,0.5,0.27,0.91,0.61,0.47,0.47,0.12,0.28,0.0,0.0,0.13,0.2,0.33
lcfizvtop.csv,0.38,0.28,0.29,0.4,0.2,1.0,0.19,0.23,0.18,0.11,0.35,0.56,0.42,0.33,0.0,0.57,0.36,0.32,0.51
mcore3d.csv,0.62,0.51,0.98,0.62,0.65,0.64,0.56,0.6,0.52,0.64,0.62,0.67,0.71,0.47,0.75,0.5,0.49,0.37,0.73
modellus.csv,0.46,0.28,0.48,0.64,0.25,0.0,1.0,0.7,0.67,0.64,0.35,0.47,0.38,0.39,0.5,0.07,0.28,0.12,0.55
modplug.csv,1.0,0.67,0.71,0.86,0.6,0.82,0.7,0.72,0.88,0.25,1.0,0.58,0.75,0.56,1.0,0.89,0.92,0.15,0.93
passwordsafe.csv,0.46,0.49,0.47,0.69,0.35,0.36,0.59,0.44,0.4,0.67,0.44,0.61,0.5,0.93,0.5,0.77,0.79,0.44,0.65
pixel-commandos.csv,0.23,0.13,0.05,0.02,0.0,0.0,0.0,0.08,0.07,0.42,0.09,0.06,0.0,0.23,1.0,0.0,0.02,0.02,0.25
projecteqemu.csv,0.69,0.32,0.39,0.38,0.05,0.09,0.26,0.19,0.43,0.94,0.35,0.25,0.17,0.3,0.25,0.02,0.23,0.41,0.34
pydev.csv,0.54,0.3,0.22,0.31,0.65,0.36,0.21,0.45,0.13,0.53,0.4,0.97,0.12,0.25,0.75,0.05,0.26,0.32,0.45
sandiaportals.csv,1.0,0.66,0.87,0.93,0.45,0.45,0.86,0.76,0.85,0.92,0.82,0.86,0.79,0.72,0.75,0.95,0.98,0.68,0.84
uwom.csv,0.62,0.39,0.66,0.4,0.6,0.27,0.66,0.56,0.45,0.61,0.47,0.58,0.21,0.84,1.0,0.86,0.42,0.46,0.95
xbplayer.csv,0.31,0.2,0.17,0.98,0.3,0.18,0.41,0.19,0.22,0.36,0.2,0.39,0.29,0.23,0.25,0.09,0.23,0.24,0.37
