,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.19,0.0,0.3,0.12,0.45,0.46,0.08,0.32,0.0,0.18,0.58,0.32,0.37,0.37,0.42,0.33,0.44,0.26,0.24
boost.csv,0.5,0.43,0.37,0.58,0.36,0.38,0.27,0.0,0.34,0.6,0.62,0.43,0.32,0.18,0.32,0.17,0.44,0.57,0.55
codepurge.csv,0.14,0.18,0.09,0.27,0.09,0.08,0.06,0.07,0.14,0.18,0.08,0.28,0.0,0.08,0.14,0.0,0.06,0.26,0.32
elateportal.csv,0.0,0.18,0.04,0.82,0.0,0.04,0.65,0.01,0.0,0.04,0.29,0.17,0.33,0.13,0.44,0.0,0.22,0.22,0.43
etics.csv,0.0,0.12,0.16,0.18,0.11,0.21,0.14,0.07,0.07,0.13,0.12,0.28,0.14,0.15,0.11,0.17,0.0,0.22,0.07
factor.csv,0.02,0.04,0.04,0.19,0.0,0.06,0.03,0.13,0.0,0.11,0.04,0.06,0.03,0.0,0.01,0.0,0.0,0.04,0.08
gusanos.csv,0.38,0.32,0.4,0.51,0.24,0.35,0.51,0.26,0.0,0.4,0.46,0.48,0.41,0.18,0.52,0.17,0.06,0.43,0.49
kvs.csv,0.38,0.46,0.25,0.78,0.01,0.19,0.22,0.25,0.93,0.36,0.25,0.33,0.08,0.26,0.09,0.33,0.17,0.3,0.26
lcfizvtop.csv,0.12,0.22,0.14,0.22,0.12,0.02,0.24,0.19,0.03,0.09,0.38,0.72,0.25,0.2,0.25,0.0,0.33,0.22,0.35
mcore3d.csv,0.43,0.41,0.02,0.44,0.54,0.44,0.38,0.58,0.34,0.4,0.29,0.72,0.39,0.27,0.52,0.5,0.44,0.61,0.49
modellus.csv,0.14,0.16,0.3,0.49,0.22,0.12,0.0,0.5,0.69,0.31,0.08,0.29,0.32,0.11,0.18,0.17,0.06,0.17,0.28
modplug.csv,0.95,0.67,0.65,0.73,0.42,0.75,0.52,0.62,0.69,0.16,0.0,0.52,0.78,0.38,0.66,0.83,0.72,0.22,0.76
passwordsafe.csv,0.29,0.3,0.4,0.55,0.32,0.25,0.36,0.43,0.34,0.38,0.12,0.28,0.36,0.01,0.3,0.0,0.39,0.26,0.29
pixel-commandos.csv,0.05,0.04,0.0,0.03,0.0,0.02,0.0,0.03,0.0,0.16,0.0,0.03,0.05,0.03,0.0,0.0,0.0,0.0,0.05
projecteqemu.csv,0.57,0.15,0.25,0.21,0.18,0.1,0.06,0.11,0.21,0.02,0.0,0.19,0.07,0.05,0.07,0.0,0.0,0.13,0.05
pydev.csv,0.21,0.21,0.19,0.27,0.55,0.35,0.09,0.19,0.1,0.22,0.12,0.0,0.08,0.28,0.18,0.33,0.11,0.39,0.13
sandiaportals.csv,1.0,0.49,0.79,0.65,0.57,0.6,0.51,0.79,0.76,0.69,0.54,0.71,0.59,0.33,0.48,0.33,0.0,0.52,0.55
uwom.csv,0.33,0.21,0.61,0.32,0.66,0.31,0.51,0.51,0.28,0.22,0.54,0.51,0.26,0.7,0.64,0.17,0.06,0.26,0.01
xbplayer.csv,0.07,0.13,0.12,0.0,0.26,0.08,0.17,0.18,0.03,0.18,0.21,0.25,0.14,0.14,0.09,0.17,0.0,0.0,0.18
