,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.53,0.54,0.66,0.95,0.42,0.5,0.8,0.61,0.83,0.6,0.45,0.59,0.62,0.43,0.56,0.83,0.52,0.65,0.65
boost.csv,0.62,0.55,0.53,0.59,0.56,0.64,0.55,0.7,0.56,0.46,0.52,0.45,0.67,0.68,0.65,0.8,0.58,0.53,0.51
codepurge.csv,0.89,0.6,0.96,0.61,0.93,0.83,0.93,0.98,0.65,0.55,0.48,0.47,0.95,0.67,0.79,0.8,0.82,0.7,0.55
elateportal.csv,0.5,0.96,0.5,0.44,0.0,0.67,0.5,0.75,0.0,0.67,0.85,0.95,0.84,0.96,0.8,0.3,0.89,0.8,0.71
etics.csv,0.69,0.79,0.7,0.71,0.92,0.85,0.57,0.97,0.7,0.61,0.93,0.69,0.96,0.83,0.91,0.75,0.83,0.73,0.98
factor.csv,0.67,0.91,0.94,0.62,0.0,0.8,0.79,0.72,0.75,0.9,0.91,0.88,0.86,0.67,0.5,0.0,0.75,0.52,0.99
gusanos.csv,0.55,0.57,0.47,0.42,0.53,0.46,0.44,0.55,0.41,0.47,0.59,0.38,0.54,0.57,0.43,0.55,0.82,0.41,0.46
kvs.csv,0.7,0.64,0.72,0.45,0.76,0.91,0.56,0.75,0.44,0.55,0.56,0.6,0.93,0.74,0.88,0.5,0.9,0.87,0.72
lcfizvtop.csv,0.7,0.7,0.67,0.78,0.92,0.75,0.78,0.74,0.92,0.88,0.57,0.49,0.63,0.74,0.74,0.48,0.52,0.72,0.5
mcore3d.csv,0.5,0.49,0.46,0.39,0.44,0.54,0.46,0.42,0.49,0.37,0.37,0.36,0.55,0.51,0.44,0.44,0.5,0.52,0.42
modellus.csv,0.58,0.74,0.56,0.56,0.73,0.83,0.48,0.57,0.45,0.54,0.71,0.57,0.57,0.76,0.78,0.75,0.75,0.89,0.57
modplug.csv,0.4,0.53,0.5,0.42,0.52,0.44,0.48,0.43,0.39,0.94,0.42,0.4,0.5,0.69,0.47,0.32,0.4,0.91,0.42
passwordsafe.csv,0.56,0.62,0.61,0.51,0.68,0.75,0.51,0.57,0.62,0.56,0.63,0.59,0.7,0.65,0.62,0.35,0.45,0.71,0.54
pixel-commandos.csv,0.8,0.92,0.83,0.75,0.0,0.0,0.0,0.95,0.8,0.55,0.8,0.75,0.86,0.94,0.75,0.0,0.0,0.0,0.99
projecteqemu.csv,0.55,0.7,0.59,0.8,0.93,0.83,0.96,0.89,0.49,0.57,0.58,0.86,0.93,0.95,0.86,0.0,0.83,0.6,0.99
pydev.csv,0.62,0.63,0.87,0.58,0.53,0.67,0.96,0.8,0.92,0.52,0.56,0.63,0.93,0.77,0.63,0.75,0.75,0.55,0.75
sandiaportals.csv,0.38,0.46,0.4,0.45,0.5,0.56,0.4,0.44,0.39,0.41,0.4,0.36,0.53,0.56,0.53,0.32,0.42,0.42,0.41
uwom.csv,0.73,0.71,0.5,0.87,0.44,0.61,0.48,0.75,0.74,0.66,0.69,0.46,0.98,0.49,0.48,0.33,0.7,0.6,0.8
xbplayer.csv,0.86,0.93,0.89,0.63,0.73,0.83,0.58,0.78,0.81,0.67,0.88,0.58,0.82,0.89,0.89,0.8,0.83,0.8,0.7
