,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.5,0.01,0.73,0.82,0.63,0.53,0.68,0.48,0.91,0.69,0.69,0.66,0.76,0.49,0.49,0.84,0.69,0.71,0.44
boost.csv,0.63,0.63,0.59,0.75,0.74,0.74,0.56,0.05,0.66,0.7,0.76,0.49,0.78,0.62,0.59,0.92,0.72,0.63,0.66
codepurge.csv,0.78,0.71,0.86,0.74,0.66,0.82,0.89,0.83,0.77,0.64,0.55,0.55,0.21,0.67,0.76,0.89,0.81,0.94,0.61
elateportal.csv,0.85,0.9,1.0,0.84,1.0,0.91,0.83,0.99,1.0,0.97,0.82,0.82,0.71,0.82,1.09,0.0,0.93,1.02,0.95
etics.csv,0.0,0.72,0.7,0.67,0.76,0.76,0.53,0.86,0.73,0.54,0.79,0.77,0.84,0.65,0.76,0.95,0.89,0.88,0.63
factor.csv,0.85,0.9,0.88,0.49,1.0,0.82,0.7,0.7,0.94,0.87,0.82,0.89,0.88,0.95,0.75,0.98,0.92,0.04,0.77
gusanos.csv,0.66,0.67,0.7,0.53,0.46,0.4,0.59,0.66,0.01,0.73,0.77,0.62,0.55,0.61,0.72,0.79,0.81,0.52,0.6
kvs.csv,0.6,0.76,0.71,0.79,0.01,0.84,0.55,0.77,0.94,0.53,0.58,0.62,0.88,0.77,1.0,1.05,0.88,0.86,0.72
lcfizvtop.csv,0.63,0.75,0.72,0.63,0.81,0.02,0.85,0.79,0.82,0.89,0.75,0.85,0.63,0.69,1.03,0.43,0.72,0.72,0.61
mcore3d.csv,0.58,0.64,0.02,0.58,0.64,0.57,0.59,0.7,0.59,0.54,0.48,0.8,0.49,0.59,0.57,0.71,0.68,0.88,0.56
modellus.csv,0.56,0.74,0.6,0.61,0.78,1.01,0.0,0.58,0.76,0.48,0.66,0.6,0.7,0.62,0.53,0.95,0.72,0.9,0.53
modplug.csv,0.95,0.75,0.71,0.74,0.58,0.77,0.6,0.68,0.7,0.77,0.0,0.67,0.82,0.58,0.66,0.84,0.73,0.88,0.76
passwordsafe.csv,0.61,0.59,0.67,0.63,0.72,0.68,0.54,0.71,0.69,0.5,0.58,0.48,0.62,0.07,0.58,0.23,0.44,0.62,0.45
pixel-commandos.csv,0.77,0.87,0.95,0.98,1.0,1.0,1.0,0.92,0.93,0.6,0.91,0.94,1.0,0.77,0.0,1.0,0.98,0.98,0.75
projecteqemu.csv,0.65,0.7,0.66,0.65,0.97,0.92,0.75,0.81,0.6,0.06,0.65,0.77,0.84,0.7,0.75,0.98,0.77,0.6,0.66
pydev.csv,0.51,0.73,0.8,0.74,0.65,0.73,0.8,0.58,0.87,0.52,0.61,0.03,0.88,0.81,0.31,1.01,0.74,0.79,0.56
sandiaportals.csv,1.0,0.6,0.8,0.65,0.79,0.81,0.53,0.82,0.77,0.69,0.57,0.72,0.62,0.44,0.54,0.34,0.02,0.61,0.57
uwom.csv,0.51,0.64,0.7,0.68,0.77,0.79,0.61,0.67,0.62,0.45,0.76,0.66,0.83,0.71,0.64,0.22,0.59,0.6,0.05
xbplayer.csv,0.7,0.81,0.84,0.02,0.75,0.82,0.62,0.82,0.78,0.66,0.83,0.66,0.72,0.78,0.76,0.92,0.77,0.76,0.66
