,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,4.0,0.0,1.0,6.0,14.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,23.0,3.0,13.0,0.0,0.0,0.0,17.0
boost.csv,15.0,0.0,0.0,12.0,13.0,15.0,0.0,0.0,5.0,0.0,0.0,1.0,15.0,1.0,16.0,0.0,3.0,0.0,20.0
codepurge.csv,6.0,7.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,13.0
elateportal.csv,0.0,4.0,177.0,10.0,95.0,0.0,0.0,2.0,95.0,1.0,0.0,4.0,5.0,2.0,94.0,0.0,1.0,63.0,17.0
etics.csv,0.0,1.0,3.0,3.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,10.0,8.0,0.0,0.0,0.0,0.0
factor.csv,0.0,1.0,1.0,5.0,95.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gusanos.csv,11.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,7.0,12.0,1.0,25.0,0.0,0.0,0.0,36.0
kvs.csv,0.0,0.0,5.0,9.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,94.0,49.0,1.0,0.0,32.0
lcfizvtop.csv,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,8.0,94.0,0.0,0.0,0.0,6.0
mcore3d.csv,7.0,2.0,0.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,2.0,30.0,2.0,1.0,0.0,1.0
modellus.csv,0.0,4.0,1.0,5.0,2.0,58.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,1.0,1.0,19.0
modplug.csv,0.0,0.0,0.0,11.0,8.0,11.0,0.0,1.0,6.0,0.0,0.0,0.0,29.0,0.0,22.0,2.0,3.0,0.0,40.0
passwordsafe.csv,8.0,0.0,2.0,15.0,6.0,8.0,2.0,2.0,4.0,0.0,0.0,1.0,11.0,0.0,14.0,0.0,1.0,0.0,2.0
pixel-commandos.csv,0.0,1.0,0.0,2.0,95.0,58.0,171.0,1.0,0.0,2.0,0.0,1.0,168.0,0.0,0.0,49.0,0.0,0.0,1.0
projecteqemu.csv,0.0,1.0,2.0,10.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0
pydev.csv,0.0,6.0,3.0,4.0,14.0,11.0,3.0,9.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,5.0
sandiaportals.csv,0.0,3.0,0.0,4.0,9.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,12.0,0.0,27.0,1.0,0.0,0.0,0.0
uwom.csv,0.0,3.0,0.0,11.0,9.0,9.0,8.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,24.0,0.0,1.0,0.0,0.0
xbplayer.csv,2.0,3.0,1.0,0.0,1.0,3.0,0.0,7.0,0.0,1.0,0.0,5.0,8.0,2.0,4.0,1.0,0.0,0.0,7.0
