,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.47,1.0,0.71,0.42,0.24,0.27,0.8,0.55,1.0,0.6,0.71,0.41,0.13,0.51,0.07,0.83,0.76,0.7,0.43
boost.csv,0.28,0.55,0.76,0.29,0.21,0.18,0.66,0.99,0.74,0.46,0.67,0.48,0.13,0.56,0.06,0.8,0.74,0.7,0.25
codepurge.csv,0.33,0.62,0.78,0.34,0.5,0.33,0.67,0.59,0.8,0.64,0.93,0.5,1.0,0.7,0.07,1.0,0.91,0.4,0.3
elateportal.csv,1.0,0.38,0.0,0.32,0.0,0.33,0.43,0.25,0.0,0.33,0.65,0.37,0.16,0.46,0.0,1.0,0.56,0.0,0.09
etics.csv,1.0,0.7,0.81,0.48,0.38,0.23,0.78,0.55,0.9,0.74,0.8,0.34,0.17,0.58,0.09,0.75,1.0,0.55,0.59
factor.csv,0.67,0.73,0.88,0.57,0.0,0.4,0.9,0.59,1.0,0.5,0.91,0.5,0.43,1.0,0.5,1.0,1.0,0.98,0.46
gusanos.csv,0.27,0.55,0.69,0.43,0.4,0.35,0.58,0.48,1.0,0.44,0.66,0.4,0.2,0.57,0.04,0.91,0.91,0.74,0.27
kvs.csv,0.3,0.45,0.74,0.34,0.95,0.18,0.69,0.39,0.69,0.58,0.81,0.42,0.2,0.37,0.0,0.0,0.7,0.53,0.26
lcfizvtop.csv,0.5,0.55,0.81,0.46,0.31,0.92,0.43,0.43,0.92,0.5,0.68,0.29,0.22,0.49,0.0,1.0,0.76,0.72,0.29
mcore3d.csv,0.31,0.54,0.99,0.39,0.24,0.25,0.59,0.39,0.78,0.56,0.83,0.32,0.23,0.49,0.06,0.88,0.76,0.52,0.29
modellus.csv,0.5,0.63,0.77,0.38,0.23,0.0,1.0,0.46,0.69,0.62,0.9,0.46,0.16,0.67,0.11,0.75,0.94,0.56,0.35
modplug.csv,0.25,0.49,0.7,0.35,0.27,0.2,0.57,0.41,0.75,0.56,1.0,0.37,0.14,0.45,0.06,0.89,0.79,0.55,0.26
passwordsafe.csv,0.33,0.61,0.71,0.37,0.23,0.25,0.62,0.38,0.73,0.59,0.89,0.54,0.19,0.98,0.07,1.0,0.86,0.75,0.39
pixel-commandos.csv,0.6,0.77,1.0,0.25,0.0,0.0,0.0,0.63,1.0,0.68,1.0,0.5,0.0,0.81,1.0,0.0,1.0,1.0,0.61
projecteqemu.csv,0.27,0.68,0.77,0.46,0.07,0.17,0.81,0.52,0.83,0.97,1.0,0.41,0.29,0.77,0.14,1.0,1.0,0.85,0.64
pydev.csv,0.44,0.59,0.71,0.34,0.24,0.19,0.69,0.58,0.75,0.66,0.88,1.0,0.21,0.33,0.16,0.5,0.88,0.59,0.5
sandiaportals.csv,0.24,0.57,0.7,0.4,0.17,0.15,0.63,0.37,0.72,0.52,0.78,0.39,0.18,0.55,0.06,0.95,1.0,0.7,0.3
uwom.csv,0.36,0.65,0.7,0.37,0.19,0.17,0.56,0.4,0.79,0.69,0.67,0.38,0.12,0.4,0.06,0.97,0.96,0.76,0.97
xbplayer.csv,0.57,0.59,0.75,1.0,0.23,0.33,0.7,0.4,0.94,0.62,0.69,0.45,0.25,0.48,0.11,0.8,1.0,1.0,0.37
