,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.93,0.86,0.85,0.79,0.05,0.83,1.04,0.88,0.92,0.96,0.8,0.93,0.86
codepurge.csv,0.94,0.81,0.83,0.7,0.94,0.75,0.81,0.68,0.55,0.66,0.12,0.75,0.52
crisscross.csv,0.78,0.05,0.85,0.77,0.88,0.84,1.05,0.73,0.58,0.85,0.72,0.64,0.92
elvishrayrenderer.csv,0.64,0.71,0.63,0.99,0.59,0.61,0.95,0.76,0.74,0.64,0.65,0.79,0.0
gwanted.csv,0.92,0.91,0.69,0.87,0.96,1.0,0.71,0.59,0.76,0.11,1.0,1.0,0.97
jitterbit.csv,0.85,0.77,0.83,0.67,0.93,0.76,0.7,0.04,0.57,0.55,0.82,0.66,0.57
ldview.csv,0.87,0.88,0.76,0.65,0.87,0.05,0.42,0.55,0.56,0.66,0.86,0.72,0.83
libopenmetaverse.csv,0.72,0.89,0.88,0.03,0.88,0.77,0.63,0.68,0.81,0.85,0.76,0.67,0.98
mb-unit.csv,0.56,0.98,0.03,0.5,0.93,0.66,1.0,0.94,0.69,0.7,0.85,0.83,0.64
mvdsv.csv,1.0,1.0,1.0,0.92,1.0,0.95,0.0,0.99,1.0,1.0,1.0,1.0,0.94
nova.csv,0.08,0.65,0.75,0.66,0.82,0.86,1.05,0.57,0.71,0.76,0.69,0.62,0.77
olex2.csv,0.85,0.65,0.73,0.74,0.55,0.69,0.35,0.61,0.68,0.74,0.73,0.05,0.52
tolven.csv,0.92,0.77,0.84,0.9,0.98,0.86,1.0,0.75,0.16,0.82,0.96,0.87,0.88
