,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.76,0.69,0.78,0.82,0.98,0.78,0.11,0.92,0.93,0.86,0.72,0.77,0.92,0.31,0.8,0.8,0.77
beast-mcmc.csv,0.73,1.01,0.05,0.86,0.71,0.66,0.49,0.7,0.79,0.74,0.69,0.6,0.65,0.64,0.71,0.77,0.7
bscwweasel.csv,1.0,0.88,0.81,0.0,0.96,0.83,0.76,0.84,0.97,0.86,0.94,0.92,0.94,1.0,0.97,0.76,0.9
codeblocks.csv,0.85,0.73,0.8,0.71,0.83,0.0,0.72,0.69,1.01,0.75,0.89,0.66,0.71,0.66,0.95,0.66,0.73
gamestone.csv,0.94,0.0,0.94,0.95,0.98,0.93,0.92,0.98,0.92,0.97,0.95,0.88,0.93,0.6,0.97,0.67,0.92
iaml.csv,0.78,0.51,0.78,0.56,0.56,0.58,0.58,0.64,0.7,0.88,0.01,0.52,0.52,0.85,0.69,0.64,0.8
jbasic.csv,0.73,0.78,0.71,0.62,0.89,0.84,0.83,0.93,0.92,0.02,0.82,0.82,0.8,1.0,0.99,0.87,0.66
modplug.csv,0.84,0.71,0.62,0.75,0.61,0.6,0.64,0.7,0.61,0.7,0.7,0.84,0.61,0.78,0.94,0.0,0.82
pdfedit.csv,0.96,0.77,0.57,0.86,0.09,0.72,0.71,0.71,0.74,0.53,0.82,0.51,0.82,0.48,0.73,0.6,0.77
redshell.csv,0.93,0.96,0.73,0.65,0.84,0.86,0.99,0.12,1.0,0.83,0.9,0.83,0.64,0.74,0.97,0.92,0.69
sabbu.csv,0.03,0.81,0.59,0.63,0.55,0.65,0.64,0.54,0.68,0.54,0.78,0.55,0.84,0.39,0.91,0.81,0.68
silvertree.csv,0.63,0.89,0.72,0.77,0.75,0.67,0.46,0.76,0.71,0.54,0.81,0.04,0.76,0.62,0.84,0.82,0.8
t-2.csv,0.93,0.75,0.84,0.92,0.81,0.88,0.81,0.75,0.88,0.94,0.69,0.87,0.11,1.11,1.01,0.68,0.91
xinity.csv,0.52,0.81,0.47,0.91,0.6,0.52,0.65,0.57,0.85,0.57,0.73,0.49,0.71,0.49,0.59,0.67,0.04
xreal.csv,1.0,0.88,0.99,1.0,1.0,1.0,1.0,0.95,0.95,0.67,1.0,0.96,1.0,0.0,0.98,0.98,1.0
zabbix.csv,0.9,0.88,0.84,0.84,0.69,0.8,0.78,0.88,0.92,0.78,0.93,0.97,0.86,0.75,0.02,0.72,0.93
zengine.csv,0.62,0.48,0.83,0.69,0.85,0.73,0.8,0.79,0.0,0.53,0.82,0.74,1.0,0.81,0.74,0.89,0.96
