,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.85,0.51,0.55,0.87,0.0,0.7,0.98,0.92,0.71,0.94,0.78,0.55,1.0,0.76,0.94,0.46,0.68
beast-mcmc.csv,0.55,0.86,0.7,0.95,0.67,0.61,0.75,0.56,0.88,0.54,0.59,0.63,0.48,0.81,0.61,0.59,0.35
bscwweasel.csv,0.0,0.67,0.97,0.95,0.86,0.96,0.98,0.77,0.0,0.92,0.95,0.67,0.99,0.5,0.67,0.79,0.8
codeblocks.csv,0.96,0.56,0.72,0.94,0.39,0.44,0.38,0.46,0.54,0.57,0.74,0.43,0.58,0.43,0.34,0.41,0.5
gamestone.csv,0.89,0.88,0.93,0.83,0.5,0.93,0.96,0.91,0.67,0.67,0.95,0.8,0.99,0.89,0.9,0.56,0.89
iaml.csv,0.5,0.41,0.41,0.61,0.51,0.48,0.48,0.52,0.37,0.47,0.57,0.58,0.49,0.42,0.63,0.45,0.34
jbasic.csv,0.7,0.62,0.88,0.82,0.89,0.86,0.97,0.95,0.67,0.57,0.75,0.73,0.87,0.91,0.67,0.88,0.52
modplug.csv,0.46,0.57,0.49,0.48,0.44,0.4,0.38,0.48,0.58,0.49,0.48,0.41,0.43,0.38,0.36,0.42,0.34
pdfedit.csv,0.45,0.91,0.48,0.82,0.56,0.76,0.98,0.55,0.7,0.46,0.51,0.54,0.74,0.54,0.96,0.55,0.39
redshell.csv,0.46,0.45,0.4,0.57,0.35,0.41,0.37,0.47,0.42,0.5,0.43,0.38,0.48,0.4,0.37,0.4,0.39
sabbu.csv,0.53,0.72,0.47,0.61,0.52,0.67,0.52,0.53,0.75,0.49,0.54,0.57,0.58,0.64,0.41,0.45,0.42
silvertree.csv,0.56,0.88,0.74,0.96,0.82,0.64,0.73,0.7,0.73,0.55,0.67,0.62,0.65,0.94,0.97,0.91,0.54
t-2.csv,0.55,0.79,0.66,0.94,0.67,0.72,0.74,0.91,0.95,0.97,0.63,0.78,0.99,0.72,0.44,0.96,0.84
xinity.csv,0.57,0.83,0.6,0.95,0.57,0.49,0.98,0.55,0.8,0.51,0.62,0.44,0.58,0.7,0.43,0.48,0.4
xreal.csv,0.0,0.67,0.88,0.0,0.0,0.0,0.0,0.9,0.5,0.97,0.0,0.5,0.0,0.8,0.67,0.0,0.0
zabbix.csv,0.52,0.48,0.38,0.58,0.43,0.44,0.45,0.47,0.45,0.45,0.43,0.4,0.48,0.44,0.68,0.38,0.29
zengine.csv,0.37,0.42,0.35,0.4,0.34,0.43,0.36,0.39,0.42,0.42,0.38,0.36,0.44,0.36,0.36,0.34,0.3
