,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.4,0.23,0.3,0.14,0.05,0.56,0.93,0.21,0.31,0.23,0.44,0.49,0.08,0.16,0.31,0.7,0.41
beast-mcmc.csv,0.59,0.0,0.98,0.14,0.42,0.53,0.39,0.57,0.35,0.38,0.5,0.5,0.22,0.08,0.4,0.48,0.64
bscwweasel.csv,0.0,0.18,0.27,1.0,0.08,0.29,0.23,0.33,0.05,0.24,0.11,0.14,0.07,0.0,0.06,0.38,0.17
codeblocks.csv,0.27,0.2,0.25,0.32,0.59,1.0,0.25,0.82,0.5,0.37,0.21,0.6,0.21,0.08,0.51,0.77,0.44
gamestone.csv,0.12,1.0,0.1,0.08,0.04,0.14,0.11,0.09,0.15,0.06,0.1,0.2,0.08,0.29,0.05,0.49,0.16
iaml.csv,0.62,0.32,0.38,0.27,0.61,0.68,0.25,0.64,0.68,0.57,0.99,0.57,0.3,0.04,0.41,0.6,0.64
jbasic.csv,0.41,0.19,0.37,0.33,0.19,0.28,0.2,0.19,0.15,0.98,0.29,0.28,0.19,0.0,0.12,0.22,0.52
modplug.csv,0.67,0.21,0.41,0.18,0.59,0.74,0.25,0.79,0.66,0.43,0.46,0.44,0.24,0.07,0.5,1.0,0.56
pdfedit.csv,0.69,0.21,0.47,0.14,0.95,0.44,0.27,0.56,0.42,0.75,0.36,0.59,0.16,0.1,0.39,0.58,0.59
redshell.csv,0.69,0.24,0.41,0.23,0.69,0.81,0.19,1.0,0.86,0.61,0.71,0.6,0.27,0.07,0.56,0.79,0.66
sabbu.csv,0.98,0.15,0.47,0.24,0.65,0.52,0.23,0.68,0.48,0.71,0.48,0.57,0.13,0.12,0.35,0.56,0.67
silvertree.csv,0.51,0.12,0.33,0.21,0.39,0.5,0.39,0.39,0.45,0.61,0.34,0.98,0.17,0.11,0.25,0.3,0.4
t-2.csv,0.58,0.2,0.25,0.09,0.42,0.57,0.14,0.6,0.45,0.21,0.62,0.31,0.94,0.0,0.42,0.51,0.27
xinity.csv,0.61,0.15,0.53,0.1,0.55,0.67,0.31,0.65,0.29,0.65,0.45,0.64,0.2,0.1,0.55,0.65,0.99
xreal.csv,0.0,0.18,0.03,0.0,0.0,0.0,0.0,0.1,0.1,0.46,0.0,0.07,0.0,1.0,0.03,0.04,0.0
zabbix.csv,0.59,0.21,0.43,0.16,0.63,0.85,0.2,0.92,0.85,0.67,0.7,0.58,0.2,0.07,0.98,0.8,0.74
zengine.csv,0.69,0.36,0.45,0.27,0.59,0.76,0.23,0.85,1.0,0.63,0.45,0.64,0.17,0.06,0.53,0.76,0.74
